chemical	alias	source
CID010127622	AZD6244 Hydrogen Sulfate	ChEMBL ChemIDplus
CID010127622	AZD6244,Selumetinib, ARRY-142886	850
CID010127622	AZD6244-Supplied by Selleck Chemicals	Selleck_Chemicals
CID010127622	Array142886	1010 959
CID010127622	BCP9000354	924
CID010127622	BCPP000367	924
CID010127622	CAS-606143-52-6	824
CID010127622	CHEMBL1614701	BindingDB ChEMBL
CID010127622	CHEMBL2105684	ChEMBL
CID010127622	CS-0059	1010
CID010127622	CTK8B4577	1096
CID010127622	D09666	KEGG
CID010127622	D10024	KEGG
CID010127622	DSSTox_CID_28870	824
CID010127622	DSSTox_GSID_48944	824
CID010127622	DSSTox_RID_83139	824
CID010127622	EX-8621	Excenen_Pharmatech
CID010127622	HMS3244G03	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010127622	HMS3244G04	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010127622	HMS3244H03	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010127622	HMS3265K01	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010127622	HMS3265K02	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010127622	HMS3265L01	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010127622	HMS3265L02	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010127622	HY-50706	959
CID010127622	I14-17010	IS_Chemical_Technology
CID010127622	JSPY-st000254	Jamson_Pharmachem_Technology
CID010127622	NCGC00189073-01	824 NCGC
CID010127622	NSC-741078	DTP/NCI
CID010127622	NSC-748727	DTP/NCI Prous_Science_Drugs_of_the_Future
CID010127622	NSC748727	DTP/NCI
CID010127622	PubChem21092	925
CID010127622	Selumetinib	1010 1052 1088 824 959 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI
CID010127622	Selumetinib (USAN/INN)	KEGG
CID010127622	Selumetinib sulfate	ChEMBL ChemIDplus Prous_Science_Drugs_of_the_Future
CID010127622	Selumetinib sulfate (USAN)	KEGG
CID010127622	Selumetinib sulfate [USAN]	ChemIDplus
CID010127622	Tox21_113362	824
CID010127622	UNII-6UH91I579U	ChemIDplus
CID010127622	UNII-807ME4B7IJ	ChemIDplus
CID010127622	X2640	1088
CID010127622	cc-49	1061
CID010184653	A15572	813
CID010184653	ABP000859	1009
CID010184653	AK-43479	922
CID010184653	AK109009	922
CID010184653	AKOS015850681	AKos_Consulting_&_Solutions
CID010184653	AKOS015904219	AKos_Consulting_&_Solutions
CID010184653	Afatinib (USAN/INN)	KEGG
CID010184653	Afatinib [USAN:INN]	ChemIDplus
CID010184653	Afatinib [USAN]	ChemIDplus
CID010184653	Afatinib dimaleate	ChEMBL ChemIDplus
CID010184653	Afatinib dimaleate (USAN)	KEGG
CID010184653	Afatinib dimaleate [USAN]	ChemIDplus
CID010184653	Afatinib maleate (JAN)	KEGG
CID010184653	BCP9000407	924
CID010184653	BCPP000338	924
CID010184653	BIBW 2992	718 845 914 ChEBI ChemIDplus Comparative_Toxicogenomics_Database
CID010184653	BIBW 2992MA2	ChemIDplus
CID010184653	BIBW-2992	845 914 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database Excenen_Pharmatech Prous_Science_Drugs_of_the_Future
CID010184653	BIBW2992	1010 1061 925 959 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database DTP/NCI Selleck_Chemicals
CID010184653	BIBW2992 - Afatinib	914
CID010184653	BIBW2992 MA2	ChEMBL ChemIDplus
CID010184653	BIBW2992,Afatinib	850
CID010184653	BIBW2992-Supplied by Selleck Chemicals	Selleck_Chemicals
CID010184653	C522924	Comparative_Toxicogenomics_Database
CID010184653	CHEBI:61390	845 ChEBI ChEMBL
CID010184653	CHEBI:750126	845 BindingDB
CID010184653	CHEMBL1173655	845 ChEMBL
CID010184653	CHEMBL2105712	ChEMBL
CID010184653	CID 10184653	845 NextBio
CID010184653	CID 11204194	NextBio
CID010184653	CID 15606394	NextBio
CID010184653	CID10184653	845 NextBio
CID010184653	CID11204194	NextBio
CID010184653	CID15606394	NextBio
CID010184653	D09724	KEGG
CID010184653	D09733	KEGG
CID010184653	DCL000498	845
CID010184653	EX-8656	Excenen_Pharmatech
CID010184653	FT-0083487	718 845
CID010184653	HY-10261	959
CID010184653	I14-17009	IS_Chemical_Technology
CID010184653	NCGC00185000-01	NCGC
CID010184653	NSC-750691	DTP/NCI
CID010184653	NSC750691	DTP/NCI
CID010184653	PubChem22403	925
CID010184653	S1011	DTP/NCI
CID010184653	S1011_Selleck	845 Selleck_Chemicals
CID010184653	SureCN232772	992
CID010184653	Tomtovok	845 914 Prous_Science_Drugs_of_the_Future
CID010184653	Tovok	1052 817 845 ChemIDplus DTP/NCI Prous_Science_Drugs_of_the_Future
CID010184653	Tovok, BIBW2992	845 Selleck_Chemicals
CID010184653	Tovok, BIBW2992, 439081-18-2	817
CID010184653	UNII-41UD74L59M	ChemIDplus
CID010184653	UNII-V1T5K7RZ0B	ChemIDplus
CID010184653	X7366	1088
CID010184653	afatinib	1010 1052 1088 845 959 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID010184653	cc-109	1061
CID010302451	2h8h	845 Shanghai_Institute_of_Organic_Chemistry
CID010302451	A823939	813
CID010302451	ABP000854	1009
CID010302451	AC-5249	845 Hangzhou_APIChem_Technology
CID010302451	AKOS005145757	845 AKos_Consulting_&_Solutions
CID010302451	AZD 0530	914
CID010302451	AZD-0530	1010 845 914 959 ChEMBL Prous_Science_Drugs_of_the_Future
CID010302451	AZD0530	845 924 BindingDB ChEMBL ChemIDplus Selleck_Chemicals
CID010302451	AZD0530 Difumarate	ChEMBL ChemIDplus
CID010302451	AZD0530-Supplied by Selleck Chemicals	Selleck_Chemicals
CID010302451	BCP0726000126	924
CID010302451	BCP9000358	924
CID010302451	BCPP000364	924
CID010302451	CHEBI:47458	845 ChEMBL
CID010302451	CHEMBL2105677	ChEMBL
CID010302451	CHEMBL217092	845 ChEMBL
CID010302451	CID10302451	845 NextBio
CID010302451	CS-0101	1010
CID010302451	D09664	KEGG
CID010302451	D09665	KEGG
CID010302451	DCL000368	845
CID010302451	DNC006928	845
CID010302451	H8H	845 MMDB
CID010302451	HMS3265E21	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010302451	HMS3265E22	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010302451	HMS3265F21	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010302451	HMS3265F22	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID010302451	HY-10234	959
CID010302451	I14-1980	845 IS_Chemical_Technology
CID010302451	LS-193231	845 LeadScope
CID010302451	NCGC00241099-01	NCGC
CID010302451	NCGC00241099-03	NCGC
CID010302451	S1006_Selleck	845 Selleck_Chemicals
CID010302451	ST51054135	845 Ambinter
CID010302451	Saracatinib	1010 1052 1088 814 817 845 959 ChEMBL ChemIDplus Hangzhou_APIChem_Technology Prous_Science_Drugs_of_the_Future
CID010302451	Saracatinib (USAN/INN)	KEGG
CID010302451	Saracatinib - AZD0530	914
CID010302451	Saracatinib [USAN:INN]	ChemIDplus
CID010302451	Saracatinib difumarate	ChEMBL ChemIDplus
CID010302451	Saracatinib difumarate (USAN)	KEGG
CID010302451	Saracatinib difumarate [USAN]	ChemIDplus
CID010302451	Saracatinib, AZD 0530	1061
CID010302451	Saracatinib, AZD-0530, AZD0530	845 Selleck_Chemicals
CID010302451	Saracatinib, AZD-0530, AZD0530, 379231-04-6	817
CID010302451	Saracatinib,AZD0530	850
CID010302451	SureCN41547	992
CID010302451	SureCN4255230	992
CID010302451	SureCN4260310	992
CID010302451	SureCN4260314	992
CID010302451	UNII-8R1DYT4EAW	ChemIDplus
CID010302451	UNII-9KD24QGH76	ChemIDplus
CID010302451	X2639	1088
CID010302451	cc-81	1061
CID010302451	nchembio866-comp19	845 Nature_Chemical_Biology NextBio
CID011152667	ABP000818	1009
CID011152667	AKOS005266646	AKos_Consulting_&_Solutions
CID011152667	AZD 7762	814 ChemIDplus
CID011152667	AZD 7762, AZD7762	Selleck_Chemicals
CID011152667	AZD-7762	1010 959
CID011152667	AZD7762	1010 1061 817 850 939 959 ChemIDplus Selleck_Chemicals
CID011152667	AZD7762-Supplied by Selleck Chemicals	Selleck_Chemicals
CID011152667	AZD7762;AZD 7762;AZD-7762;860352-01-8	939
CID011152667	BCP9000356	924
CID011152667	BCPP000366	924
CID011152667	CHEMBL2041933	BindingDB ChEMBL
CID011152667	CID11152667	NextBio
CID011152667	CS-0025	1010
CID011152667	HY-10992	959
CID011152667	I14-17015	IS_Chemical_Technology
CID011152667	NCGC00242481-01	NCGC
CID011152667	S1532_Selleck	Selleck_Chemicals
CID011152667	ST51056348	Ambinter
CID011152667	SureCN1127337	992
CID011152667	SureCN1127614	992
CID011152667	UNII-5D822Y3L1H	ChemIDplus
CID011152667	X7383	1088
CID011152667	YDJ	MMDB
CID011152667	ZINC33359230	ZINC
CID011152667	cc-363	1061
CID011167602	A25020	813
CID011167602	AB1008457	732
CID011167602	ABP000611	1009
CID011167602	AKOS015951107	AKos_Consulting_&_Solutions
CID011167602	BAY 73-4506	1010 813 817 939 959 ChEBI ChEMBL ChemIDplus Selleck_Chemicals
CID011167602	BAY 73-4506 monohydrate	ChEMBL
CID011167602	BAY 73-4506-Supplied by Selleck Chemicals	Selleck_Chemicals
CID011167602	BAY 734506	914
CID011167602	BAY-73-4506	Prous_Science_Drugs_of_the_Future
CID011167602	BAY73-4506	914 ChemIDplus
CID011167602	BAY73-4506 hydrochloride	959
CID011167602	BCP9000384	924
CID011167602	BCPP000352	924
CID011167602	CHEBI:68646	ChEBI
CID011167602	CHEBI:68647	ChEBI ChEMBL
CID011167602	CHEMBL1946170	BindingDB ChEMBL
CID011167602	CID 11167602	NextBio
CID011167602	CID11167602	NextBio
CID011167602	CS-0170	1010
CID011167602	CS-0725	1010
CID011167602	D10137	KEGG
CID011167602	D10138	KEGG
CID011167602	HY-10331	959
CID011167602	HY-13308	959
CID011167602	NCGC00263138-01	NCGC
CID011167602	Regorafenib (BAY 73-4506)	1061
CID011167602	Regorafenib (USAN/INN)	KEGG
CID011167602	Regorafenib - BAY 73-4506	914
CID011167602	Regorafenib Hydrochloride	1010 959
CID011167602	Regorafenib [USAN:INN]	ChemIDplus
CID011167602	Regorafenib hydrate (JAN)	KEGG
CID011167602	Regorafenib, 755037-03-7	817 939
CID011167602	Regorafenib, BAY 73-4506	Selleck_Chemicals
CID011167602	Regorafenib,BAY 73-4506	850
CID011167602	Regorafenibum	ChEBI ChemIDplus
CID011167602	S1178_Selleck	Selleck_Chemicals
CID011167602	Stivarga	ChEBI ChemIDplus
CID011167602	Stivarga (TN)	KEGG
CID011167602	SureCN2554008	992
CID011167602	SureCN432230	992
CID011167602	UNII-24T2A1DOYB	ChemIDplus
CID011167602	cas:835621-07-3;Regorafenib hydrochloride	959
CID011167602	cc-195	1061
CID011167602	regorafenib	1010 1052 959 ChEBI ChEMBL ChemIDplus Prous_Science_Drugs_of_the_Future
CID011167602	regorafenib monohydrate	ChEBI
CID011213558	A15839	813
CID011213558	AB1008458	732
CID011213558	ABP000094	1009
CID011213558	AG-I-03452	940
CID011213558	AKOS015951111	AKos_Consulting_&_Solutions
CID011213558	BCPP000094	924
CID011213558	CHEBI:560144	BindingDB
CID011213558	CHEMBL475251	ChEMBL
CID011213558	CID 11213558	NextBio
CID011213558	CID11213558	NextBio
CID011213558	CS-0436	1010
CID011213558	CTK5F1857	1096
CID011213558	DB07159	DrugBank
CID011213558	FT-0083690	718
CID011213558	HMS3265G15	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011213558	HMS3265G16	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011213558	HMS3265H15	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011213558	HMS3265H16	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011213558	HY-11108	959
CID011213558	Kinome_1211	Abbott_Labs
CID011213558	LS-193799	LeadScope
CID011213558	NCGC00182051-02	NCGC
CID011213558	NCGC00182051-03	NCGC
CID011213558	PubChem22483	925
CID011213558	R-406	718 813 814 850 914 925
CID011213558	R406 (freebase) - Adooq Bioscience	914
CID011213558	R406 free base	1010 959
CID011213558	R406(free base)	1052 1061 Selleck_Chemicals
CID011213558	S14-2365	IS_Chemical_Technology
CID011213558	S1533_Selleck	Selleck_Chemicals
CID011213558	SureCN1200144	992
CID011213558	X7372	1088
CID011213558	X7500	1088
CID011213558	cc-243	1061
CID011327430	8-dibenzothiophen-4-yl-2-morpholino-chromen-4-one	IUPAC
CID011327430	8-dibenzothiophen-4-yl-2-morpholino-chromone	IUPAC
CID011327430	ABP000502	1009
CID011327430	BCP9000823	924
CID011327430	C499693	Comparative_Toxicogenomics_Database
CID011327430	CHEBI:415023	BindingDB
CID011327430	CHEMBL188678	ChEMBL
CID011327430	CID11327430	NextBio
CID011327430	CTK8F0292	1096
CID011327430	DNC005258	845
CID011327430	HMS3265K11	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011327430	HMS3265K12	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011327430	HMS3265L11	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011327430	HMS3265L12	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID011327430	HY-11006	959
CID011327430	KU-57788	1010 1052 959
CID011327430	KU-57788 , KU57788 , KU 57788 , 503468-95-9	939
CID011327430	KU-57788, 503468-95-9	817
CID011327430	KU57788	914
CID011327430	NCGC00250377-01	NCGC
CID011327430	NU 7441	1010 1096 814 959 Comparative_Toxicogenomics_Database
CID011327430	NU-7432	ChEMBL
CID011327430	NU-7432;NU-7441	845
CID011327430	NU-7441	1010 959 ChEMBL Comparative_Toxicogenomics_Database
CID011327430	NU-7441 - KU-57788	914
CID011327430	NU7441	1010 1061 914 959 Comparative_Toxicogenomics_Database
CID011327430	NU7441(KU-57788)	817 939
CID011327430	NU7441,KU-57788	850
CID011327430	SureCN600096	992
CID011327430	X7448	1088
CID011327430	cc-207	1061
CID011488320	AZD 8931	914
CID011488320	AZD-8931	914
CID011488320	AZD8931	1061 817 850 914 939 Selleck_Chemicals
CID011488320	AZD8931, AZD 8931	Selleck_Chemicals
CID011488320	AZD8931-Supplied by Selleck Chemicals	Selleck_Chemicals
CID011488320	AZD8931;AZD 8931;848942-61-0	939
CID011488320	BCP9000357	924
CID011488320	BCPP000365	924
CID011488320	CID 11488320	NextBio
CID011488320	CID11488320	NextBio
CID011488320	S2192_Selleck	Selleck_Chemicals
CID011488320	SureCN201895	992
CID011488320	SureCN201896	992
CID011488320	SureCN202358	992
CID011488320	cc-427	1061
CID011494412	ARQ 197	845 914 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database
CID011494412	ARQ 197 (Tivantinib)	Selleck_Chemicals
CID011494412	ARQ 197, Tivantinib	1061
CID011494412	ARQ-197	1010 914 959 ChemIDplus Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID011494412	ARQ-197,Tivantinib, ARQ197	850
CID011494412	ARQ197	914 ChemIDplus Comparative_Toxicogenomics_Database
CID011494412	ARQ197; ARQ-197;Tivantinib	959
CID011494412	BCPP000042	924
CID011494412	C551661	Comparative_Toxicogenomics_Database
CID011494412	CAS:905854-02-6;Tivantinib	959
CID011494412	CHEMBL2103882	ChEMBL
CID011494412	CID 11494412	NextBio
CID011494412	CID11494412	NextBio
CID011494412	D10173	KEGG
CID011494412	DCL000052	845
CID011494412	EN002686	Ennopharm
CID011494412	HY-50686	959
CID011494412	SureCN44944	992
CID011494412	Tivantinib (USAN/INN)	KEGG
CID011494412	Tivantinib [INN]	ChemIDplus
CID011494412	Tivantinib [USAN:INN]	ChemIDplus
CID011494412	Tivantinib; 905854-02-6	939
CID011494412	UNII-PJ4H73IL17	ChemIDplus
CID011494412	cc-86	1061
CID011494412	tivantinib	1010 817 939 959 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID011556711	ABP000367	1009
CID011556711	C524865	Comparative_Toxicogenomics_Database
CID011556711	CAS-868540-17-4	824
CID011556711	CHEBI:620664	BindingDB
CID011556711	CHEBI:65347	ChEBI ChEMBL
CID011556711	CHEMBL451887	ChEMBL
CID011556711	CID 11556711	NextBio
CID011556711	CID11556711	NextBio
CID011556711	Carfilzomib	1052 1061 814 824 ChEBI ChEMBL ChemIDplus Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID011556711	Carfilzomib (INN/USAN)	KEGG
CID011556711	Carfilzomib (PR-171)	1091 Selleck_Chemicals
CID011556711	D08880	KEGG
CID011556711	DSSTox_CID_28616	824
CID011556711	DSSTox_GSID_48690	824
CID011556711	DSSTox_RID_82886	824
CID011556711	Kyprolis	1052 ChEBI Prous_Science_Drugs_of_the_Future
CID011556711	Kyprolis (TN)	KEGG
CID011556711	NCGC00249613-01	824 NCGC
CID011556711	ONO-7057	Prous_Science_Drugs_of_the_Future
CID011556711	PR-171	ChEMBL Prous_Science_Drugs_of_the_Future
CID011556711	PX-171-007	1052
CID011556711	Tox21_113079	824
CID011556711	UNII-72X6E3J5AR	ChemIDplus
CID011556711	cc-684	1061
CID011626560	ABP000131	1009
CID011626560	AG-I-03329	940
CID011626560	AKOS015901233	AKos_Consulting_&_Solutions
CID011626560	AKOS015995207	AKos_Consulting_&_Solutions
CID011626560	ANW-47749	1046
CID011626560	BCPP000116	924
CID011626560	C551994	Comparative_Toxicogenomics_Database
CID011626560	CHEBI:64310	ChEBI ChEMBL
CID011626560	CHEBI:702271	BindingDB
CID011626560	CHEMBL601719	ChEMBL
CID011626560	CID11626560	NextBio
CID011626560	CTK5F8952	1096
CID011626560	Crizotinib	1010 1052 1088 1096 814 959 ChEBI ChEMBL Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID011626560	Crizotinib (JAN/USAN/INN)	KEGG
CID011626560	Crizotinib acetate	ChemIDplus
CID011626560	D09731	KEGG
CID011626560	DB08700	DrugBank
CID011626560	EN002685	Ennopharm
CID011626560	HY-50878	959
CID011626560	I14-14837	IS_Chemical_Technology
CID011626560	NCGC00250400-01	NCGC
CID011626560	NSC-749005	DTP/NCI
CID011626560	NSC749005	DTP/NCI
CID011626560	PF 02341066	Comparative_Toxicogenomics_Database
CID011626560	PF 2341066	1010 914 959 ChEBI
CID011626560	PF-02341066	1010 1052 959 Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID011626560	PF-2341066	817 925 ChEBI ChEMBL Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID011626560	PF-2341066 (Crizotinib)	1061
CID011626560	PF-2341066 - Crizotinib	914
CID011626560	PF-2341066,Crizotinib	850
CID011626560	PF-2341066-Supplied by Selleck Chemicals	Selleck_Chemicals
CID011626560	PF02341066	Comparative_Toxicogenomics_Database
CID011626560	PF2341066	914
CID011626560	Pfizer Brand of Crizotinib	Comparative_Toxicogenomics_Database
CID011626560	PubChem19322	925
CID011626560	S1068_Selleck	Selleck_Chemicals
CID011626560	SB431542, SB 431542	Selleck_Chemicals
CID011626560	SB431542, SB 431542|	Selleck_Chemicals
CID011626560	SureCN1827232	992
CID011626560	SureCN93829	992
CID011626560	VGH	MMDB
CID011626560	W9013	1088
CID011626560	Xalkori	Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID011626560	Xalkori (TN)	KEGG
CID011626560	cc-190	1061
CID011625818	BCP9000471	924
CID011625818	BCPP000307	924
CID011625818	C552946	Comparative_Toxicogenomics_Database
CID011625818	CAL 101	1010 1061 914 959 ChemIDplus Comparative_Toxicogenomics_Database
CID011625818	CAL-101	1010 817 914 939 959 ChemIDplus Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future Selleck_Chemicals
CID011625818	CAL-101, CAL101	Selleck_Chemicals
CID011625818	CAL-101-Supplied by Selleck Chemicals	Selleck_Chemicals
CID011625818	CAL101	1052 914 Comparative_Toxicogenomics_Database
CID011625818	CAL101;S2226;870281-82-6	939
CID011625818	CHEMBL2216870	BindingDB ChEMBL
CID011625818	CID11625818	NextBio
CID011625818	CS-0256	1010
CID011625818	GS 1101	1010 959
CID011625818	GS-1101	1010 959 Comparative_Toxicogenomics_Database Prous_Science_Drugs_of_the_Future
CID011625818	GS1101	1010 959
CID011625818	HY-13026	959
CID011625818	NCGC00262603-01	NCGC
CID011625818	S2226_Selleck	Selleck_Chemicals
CID011625818	SureCN356400	992
CID011625818	X7435	1088
CID011625818	cc-41	1061
CID011707110	A25168	813
CID011707110	AKOS015850628	AKos_Consulting_&_Solutions
CID011707110	BCPP000218	924
CID011707110	C560077	Comparative_Toxicogenomics_Database
CID011707110	CHEMBL2103875	ChEMBL
CID011707110	CID 11707110	NextBio
CID011707110	CID11707110	NextBio
CID011707110	CS-0060	1010
CID011707110	D10175	KEGG
CID011707110	EX-5957	Excenen_Pharmatech
CID011707110	GSK 1120212	1010 1061 914 959 ChemIDplus Comparative_Toxicogenomics_Database Excenen_Pharmatech
CID011707110	GSK-1120212	813 914 Comparative_Toxicogenomics_Database
CID011707110	GSK1120212	817 939 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database
CID011707110	GSK1120212 - JTP-74057	914
CID011707110	GSK1120212,JTP-74057, GSK212	850
CID011707110	HY-10999	959
CID011707110	JTP 74057	1010 959 ChemIDplus Comparative_Toxicogenomics_Database
CID011707110	JTP-74057	1052 ChemIDplus Comparative_Toxicogenomics_Database
CID011707110	JTP-74057, 871700-17-3	817 939
CID011707110	JTP74057	Comparative_Toxicogenomics_Database
CID011707110	NCGC00263180-01	NCGC
CID011707110	SureCN1419017	992
CID011707110	SureCN1419085	992
CID011707110	SureCN1419392	992
CID011707110	SureCN1419395	992
CID011707110	SureCN170938	992
CID011707110	Trametinib	1010 959 ChEMBL ChemIDplus Comparative_Toxicogenomics_Database
CID011707110	Trametinib (USAN)	KEGG
CID011707110	Trametinib [USAN:INN]	ChemIDplus
CID011707110	UNII-33E86K87QN	ChemIDplus
CID011707110	X7454	1088
CID011707110	cc-37	1061
CID011964036	CHEBI:733587	BindingDB
CID011964036	CHEMBL1086377	ChEMBL
CID011964036	CID11964036	NextBio
CID011964036	KU-0060648	ChEMBL
CID011964036	NCGC00250387-02	NCGC
CID011964036	SureCN4111679	992
CID015953870	CS-0221	1010
CID015953870	HY-12061	959
CID015953870	KU 60019	1010 1061 959
CID015953870	KU-60019	1010 817 939 959 Selleck_Chemicals
CID015953870	KU-60019-Supplied by Selleck Chemicals	Selleck_Chemicals
CID015953870	KU60019,KU 60019,925701-49-1	939
CID015953870	NCGC00229735-01	NCGC
CID015953870	NCGC00229735-02	NCGC
CID015953870	S1570_Selleck	Selleck_Chemicals
CID015953870	X7426	1088
CID015953870	cc-509	1061
CID016654980	A25436	813
CID016654980	AK103313	922
CID016654980	ANW-64908	1046
CID016654980	BCP9001011	924
CID016654980	BKM 120	1010 914 959 ChEBI ChemIDplus
CID016654980	BKM 120 hydrochloride	1010 959
CID016654980	BKM-120	914 Selleck_Chemicals
CID016654980	BKM120	1010 1052 959 ChemIDplus Comparative_Toxicogenomics_Database
CID016654980	BKM120 - NVP-BKM120	914
CID016654980	BKM120 hydrochloride	1010 959
CID016654980	BKM120, BKM-120|	Selleck_Chemicals
CID016654980	BKM120,NVP-BKM120	850
CID016654980	C571178	Comparative_Toxicogenomics_Database
CID016654980	CHEBI:71954	ChEBI ChEMBL
CID016654980	CHEMBL2017974	BindingDB ChEMBL
CID016654980	CS-0089	1010
CID016654980	CS-0820	1010
CID016654980	CTK8C0567	1096
CID016654980	HY-15180	959
CID016654980	HY-70063	959
CID016654980	NCGC00262604-01	NCGC
CID016654980	NVP-BKM-120	1061 1088 813
CID016654980	NVP-BKM120	1010 959 ChEBI Comparative_Toxicogenomics_Database
CID016654980	NVP-BKM120 Hydrochloride	1010 959
CID016654980	S2247_Selleck	Selleck_Chemicals
CID016654980	SD5	MMDB
CID016654980	SureCN143412	992
CID016654980	SureCN146956	992
CID016654980	SureCN896994	992
CID016654980	X7578	1088
CID016654980	cc-258	1061
CID016659841	ABP000832	1009
CID016659841	AZ5	MMDB
CID016659841	AZD 1480	1010 914 959
CID016659841	AZD-1480	1010 1061 914 959
CID016659841	AZD1480	817 914 939 Selleck_Chemicals
CID016659841	AZD1480,  AZD 1480	Selleck_Chemicals
CID016659841	AZD1480-Supplied by Selleck Chemicals	Selleck_Chemicals
CID016659841	BCP9000361	924
CID016659841	BCPP000361	924
CID016659841	CHEBI:793474	BindingDB
CID016659841	CHEMBL1231124	ChEMBL
CID016659841	HY-10193	959
CID016659841	NCGC00242486-01	NCGC
CID016659841	NCGC00242486-02	NCGC
CID016659841	S2162_Selleck	Selleck_Chemicals
CID016659841	SureCN3345019	992
CID016659841	X7497	1088
CID016659841	cc-358	1061
CID017754438	ABP000368	1009
CID017754438	AK127405	922
CID017754438	C558663	Comparative_Toxicogenomics_Database
CID017754438	CHEMBL2001019	BindingDB ChEMBL
CID017754438	CHEMBL2170804	BindingDB ChEMBL
CID017754438	CS-0147	1010
CID017754438	CS-0845	1010
CID017754438	HMS3244G11	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017754438	HMS3244G12	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017754438	HMS3244H11	ICCB-Longwood/NSRB_Screening_Facility,_Harvard_Medical_School
CID017754438	HY-12017	959
CID017754438	HY-12017A	959
CID017754438	KRW	MMDB
CID017754438	Kinome_3829	Abbott_Labs
CID017754438	NCGC00263161-01	NCGC
CID017754438	PF 04217903	1061 914 Comparative_Toxicogenomics_Database
CID017754438	PF-04217903	1010 817 914 925 939 959 Comparative_Toxicogenomics_Database Exchemistry Selleck_Chemicals
CID017754438	PF-04217903 methanesulfonate	1010 959
CID017754438	PF-04217903, PF04217903	Selleck_Chemicals
CID017754438	PF-04217903,PF-4217903	850
CID017754438	PF-04217903-Supplied by Selleck Chemicals	Selleck_Chemicals
CID017754438	PF04217903	914 Comparative_Toxicogenomics_Database Exchemistry
CID017754438	PF04217903, 956905-27-4	817 939
CID017754438	PubChem19150	925
CID017754438	PubChem22335	925
CID017754438	S1094_Selleck	Selleck_Chemicals
CID017754438	SureCN1178245	992
CID017754438	SureCN1178576	992
CID017754438	SureCN1178807	992
CID017754438	SureCN1180629	992
CID017754438	SureCN1180632	992
CID017754438	SureCN93550	992
CID017754438	X7368	1088
CID017754438	aka PF-04217903	925
CID017754438	cc-599	1061
CID017755052	3dbs	Shanghai_Institute_of_Organic_Chemistry
CID017755052	A11168	813
CID017755052	A845396	813
CID017755052	ABP000080	1009
CID017755052	AK-40872	922
CID017755052	AKOS015966503	AKos_Consulting_&_Solutions
CID017755052	ANW-59256	1046
CID017755052	BCP9000715	924
CID017755052	C532162	Comparative_Toxicogenomics_Database
CID017755052	C53216200	845
CID017755052	C532162000	ChemIDplus
CID017755052	CHEBI:65326	ChEBI ChEMBL
CID017755052	CHEMBL1922096	ChEMBL
CID017755052	CHEMBL521851	845 ChEMBL
CID017755052	CS-0081	1010
CID017755052	CS-0082	1010
CID017755052	CTK8B8042	1096
CID017755052	D10189	KEGG
CID017755052	DCL001088	845
CID017755052	EC-000.2335	845
CID017755052	GD9	845 MMDB
CID017755052	GDC 0941	1061 845 914 ChemIDplus Comparative_Toxicogenomics_Database
