source	CELLLINES_Basal	CELLLINES_Basal_Rank	CELLLINES_Claudin-low	CELLLINES_Claudin-low_Rank	CELLLINES_ERBB2AMP	CELLLINES_ERBB2AMP_Rank	CELLLINES_Luminal	CELLLINES_Luminal_Rank	TCGA_Basal	TCGA_Basal_Rank	TCGA_ERBB2AMP	TCGA_ERBB2AMP_Rank	TCGA_Luminal	TCGA_Luminal_Rank	BOTH_Basal	BOTH_Luminal	BOTH_ERBB2
NCK2	0.97514979	611	-0.074493686	1271	0.792700957	113	-0.622020147	1846	3.610294747	261	1.055400284	703	-4.345537315	2395	436	2120.5	408
ZAP70	-0.402172245	1494	-0.331199984	1519	0.262523254	565	0.921307661	582	3.063395289	379	2.104735859	256	-4.756524792	2437	936.5	1509.5	410.5
DNA containing a hNTH1-bound apurinic/apyrimidinic site (complex)	-4.346719645	2462	-1.236674082	2130	0.326666261	478	-1.29970227	2194	-2.530508541	2154	1.833970794	347	1.953936222	394	2308	1294	412.5
Tie2/Ang1/GRB7 (complex)	1.140242581	528	-0.542716731	1719	0.202659632	659	-0.600986051	1831	-0.798028197	1697	2.51620201	168	-1.697856355	1712	1112.5	1771.5	413.5
MYF6	-4.450402205	2463	-0.397827316	1584	0.991607315	61	2.44900728	70	0.412497736	1284	0.970750897	767	-1.174550796	1521	1873.5	795.5	414
CDC40	0.231462668	1068	-0.323138188	1516	0.543278074	258	0.266906108	1119	0.677872968	1191	1.315097239	571	-1.371287924	1599	1129.5	1359	414.5
IL-22BP/IL-22/IL-22 (complex)	-2.659130574	2335	-0.650954847	1807	0.371881074	426	1.110010852	484	0.648086811	1205	1.702838994	404	-1.310808664	1576	1770	1030	415
NKD1	1.270599552	454	0.088032999	1135	0.288920494	529	1.109169806	485	0.092229571	1398	1.946229263	303	-3.199147632	2170	926	1327.5	416
AURKC	-0.121082408	1319	-1.396191811	2187	0.247922929	583	-0.598242992	1829	-1.416479462	1889	2.1288061	249	0.557963132	841	1604	1335	416
IL12RB2	0.883278763	659	1.791650488	159	0.153190475	737	-0.775580748	1939	10.38656773	4	2.8551855	102	-7.705770416	2516	331.5	2227.5	419.5
SLA2	-1.579240997	2083	0.158257459	1079	0.260656074	570	0.718901006	736	-0.367165613	1551	2.045750869	270	-1.291471572	1567	1817	1151.5	420
IL22RA2	-0.07747415	1289	-0.797370937	1895	0.914226579	82	-0.350072105	1636	3.777487616	226	0.979175568	763	-3.312468281	2197	757.5	1916.5	422.5
"TAP:3'-polyadenylated, capped mRNA complex (complex)"	-0.447630668	1513	0.983044804	443	0.651913546	190	0.679396014	766	1.242395837	962	1.150023874	657	-2.647454648	2013	1237.5	1389.5	423.5
RARs/THRs/DNA/SMRT (complex);RARs/THRs/DNA/Src-1 (complex);SMRT (N-CoR2);SRG3	0.204033512	1088	-1.515721599	2231	1.267353635	26	1.634582863	227	0.966114465	1063	0.855093087	824	-2.632287431	2004	1075.5	1115.5	425
apoptosis (abstract)	-1.081632973	1858	-2.104390705	2368	0.193859609	667	0.350872345	1048	2.93172796	410	2.416912518	188	-2.896909622	2086	1134	1567	427.5
TGFBR1	0.513956403	891	0.315758812	913	0.10700977	818	0.048974847	1305	-1.043453118	1772	3.574962424	38	-1.71860456	1717	1331.5	1511	428
INCENP	0.118276672	1155	0.727510276	597	0.550221952	250	-0.764668929	1932	3.679685086	249	1.242753238	606	-3.631110273	2265	702	2098.5	428
TRIB3	-1.309822447	1967	-1.439856409	2204	0.210203425	641	0.363754168	1033	-3.535308418	2302	2.264837399	217	1.071495681	666	2134.5	849.5	429
FTH1	-0.255864064	1406	-1.259278112	2142	0.319242405	491	0.836765974	645	-2.502894192	2150	1.77446388	370	1.629599179	496	1778	570.5	430.5
SIRT1/PCAF/MYOD (complex)	-0.952385453	1791	-0.016921991	1225	0.242184458	592	0.594987704	832	0.504992807	1262	2.048860675	269	-2.675928284	2023	1526.5	1427.5	430.5
CX3C receptor:fractalkine (complex);CX3CL1	2.177749796	142	-0.525298732	1703	0.971439699	66	0.614396211	814	3.903415361	207	0.897320686	801	-5.437553158	2475	174.5	1644.5	433.5
FYB	3.464932899	20	-0.068364355	1265	0.467137677	323	-0.285049051	1586	-0.442996831	1578	1.361322722	544	-1.797294726	1749	799	1667.5	433.5
NDRG2	-0.651831882	1630	1.31237767	299	0.600692594	222	0.51404681	910	-0.488504644	1588	1.171041552	647	-1.327591229	1586	1609	1248	434.5
PACS1	-0.900036788	1770	0.581752837	703	0.573993144	234	1.273531294	389	0.150514076	1370	1.187916499	637	-1.986197495	1809	1570	1099	435.5
mono-ubiquitinated FANCI (complex)	2.884209733	51	0.14202303	1095	0.118856937	795	1.182217679	431	1.960843066	697	3.090876021	78	-3.998828822	2336	374	1383.5	436.5
Nemo like kinase/SETDB1/CHD7 (complex)	-0.71247853	1661	-1.804505975	2318	0.277400832	550	-0.343706112	1631	3.362971328	307	1.876955828	330	-2.141315854	1859	984	1745	440
NAPA	-0.026803179	1261	-2.004591122	2349	0.411366336	374	-0.086894159	1435	-2.215020931	2078	1.449500781	507	1.188127265	627	1669.5	1031	440.5
VPS24	0.081528268	1179	2.549110868	56	0.433464711	357	-0.024878784	1382	1.883898697	721	1.406141009	527	-3.772366999	2291	950	1836.5	442
RDH12	-1.797438049	2155	-0.020607561	1228	0.386945986	409	1.473464445	303	-3.040298255	2239	1.510832066	476	0.389362722	908	2197	605.5	442.5
ARG1	-0.843607701	1736	-0.92194187	1974	0.219162802	627	0.404950635	1001	3.133376196	359	2.083959009	259	-2.846379828	2077	1047.5	1539	443
YY1/HDAC2 (complex)	-0.327516145	1455	1.860023008	143	0.179417831	697	-0.876275504	1996	1.529303881	846	2.410621001	190	-3.240383073	2181	1150.5	2088.5	443.5
TSC1	1.869103523	213	-0.445677186	1633	0.476564344	315	0.912942935	590	-3.700168988	2321	1.312519552	573	-0.417964386	1210	1267	900	444
CPT1A	-1.601906746	2092	-2.081823062	2361	0.637304301	199	3.535570411	14	-2.173547751	2065	1.076043348	693	-0.610996242	1291	2078.5	652.5	446
APAF1	-0.94046805	1786	-1.550196021	2241	0.065405744	884	1.582552642	247	1.630290697	811	4.159788876	12	-3.896864064	2314	1298.5	1280.5	448
CyP60 complexed with Basigin (complex)	-1.131783211	1889	0.227301233	995	0.089002233	844	-0.430114754	1707	-1.514784881	1918	3.280072977	53	-1.127888798	1491	1903.5	1599	448.5
NOTCH1	1.665795639	276	-0.404102235	1591	0.544705102	256	1.754195314	193	0.534884632	1246	1.174978758	645	-3.711142686	2277	761	1235	450.5
ZBTB17	-1.15537261	1901	1.109518928	380	0.351324927	456	1.071451811	509	0.414005493	1283	1.566815792	455	-1.924901002	1786	1592	1147.5	455.5
HLA-A3 interacting with KIR3DL2 (complex);KIR3DL2	-0.807194608	1717	-1.12411184	2080	0.083269547	852	0.382589364	1017	1.493829377	869	3.190085358	65	-2.228820865	1893	1293	1455	458.5
mRNA polyadenylation (abstract)	0.244542937	1060	-0.015182733	1224	0.230738398	609	-0.540865008	1782	-0.156095332	1477	1.930726377	308	-0.781747233	1343	1268.5	1562.5	458.5
ID2	-1.45088865	2036	-0.233468915	1425	0.725359548	147	0.130246932	1246	3.299294583	319	0.954996539	774	-2.692758591	2031	1177.5	1638.5	460.5
JMJD1A	0.281096485	1033	2.155185161	96	0.636850648	201	-0.731548401	1909	-0.673305348	1652	1.030731776	724	-1.778602226	1739	1342.5	1824	462.5
PCBP2	-3.726874088	2433	-2.51139181	2429	0.806444014	109	4.314082037	4	-5.029140577	2418	0.857000967	821	2.48290061	302	2425.5	153	465
NS1:PAB II Complex (complex);PABPN1	0.023083213	1219	0.208575169	1018	0.147755401	747	0.074718665	1279	-0.217942853	1497	2.419133697	187	-1.094408676	1480	1358	1379.5	467
CCNC	0.699109831	763	-0.8827119	1946	0.548882109	253	0.255826457	1129	1.799092053	753	1.08811469	688	-2.241665295	1898	758	1513.5	470.5
APE1-bound DNA strand break containing an incision 5' to an AP site (complex)	-0.381454674	1480	-0.285764753	1483	0.187772026	684	-0.372604053	1660	-1.229426684	1826	2.089841451	258	0.224502949	968	1653	1314	471
IRF3;IRF3-P:IRF3-P (complex)	0.525995121	880	-1.09515657	2063	0.395189724	400	-0.930570367	2025	1.212108975	971	1.362370329	542	-1.059700769	1464	925.5	1744.5	471
mono-ubiquitinated FANCD2 (complex)	4.301012303	12	-0.300717488	1490	0.038013551	939	0.90706422	591	2.904732434	421	4.62189975	5	-4.237751154	2378	216.5	1484.5	472
CXADR;CXADR bound to JAML (complex)	1.897931435	204	-0.776154216	1883	0.632153738	205	-0.334961339	1621	2.214656901	619	1.014454191	741	-2.549986865	1985	411.5	1803	473
GRASP	-2.518170504	2305	-2.541249949	2433	0.52585489	274	2.455869788	69	-3.240756529	2266	1.120547856	673	1.617374914	503	2285.5	286	473.5
CD40LG	-1.196471794	1923	-1.194937223	2112	0.08865459	845	1.654136744	224	3.498555222	280	2.792843769	109	-5.519196285	2480	1101.5	1352	477
RET51/GFRalpha1/GDNF/Dok5 (complex)	-0.920996711	1775	0.571040714	711	0.180840511	694	0.514857234	909	-1.567106679	1937	2.05146131	268	-0.61204076	1293	1856	1101	481
WDR5	0.369296129	986	0.146337858	1088	0.061605742	893	0.199378273	1183	0.707316869	1177	3.136306289	72	-2.845512863	2076	1081.5	1629.5	482.5
BAMBI	0.526249698	879	-1.472337962	2215	0.190313594	675	0.228845977	1153	0.961074779	1066	1.979450652	291	-1.845167249	1763	972.5	1458	483
IL1R2	2.177130196	143	-0.212887621	1413	0.549512738	252	-0.696672228	1886	3.956928401	195	1.047429938	714	-5.173754169	2459	169	2172.5	483
CPT1	-2.156070865	2249	-0.876477708	1942	0.549893875	251	1.081465395	503	-3.353903056	2274	1.039629812	718	0.943551039	714	2261.5	608.5	484.5
SREBP;cholesterol biosynthetic process (abstract)	-1.303566163	1966	0.459792569	803	0.268863157	560	0.739954784	729	-1.198748428	1814	1.693828909	410	-0.802123704	1349	1890	1039	485
VEGFA	1.060746981	561	-0.959172761	1992	0.261754679	566	0.153140824	1218	3.9574254	194	1.696586169	409	-3.629728848	2264	377.5	1741	487.5
B7-H/ICOS (complex);negative regulation of alpha-beta T cell activation (abstract)	1.295404737	435	-0.181658188	1387	0.043414773	929	0.923496292	580	3.099311112	366	3.372897078	48	-4.562373084	2418	400.5	1499	488.5
GIPR	-0.631106076	1620	-1.685885669	2275	0.325407292	482	-0.178366244	1514	1.413774655	899	1.465564655	498	-1.02321093	1448	1259.5	1481	490
RTN4R	1.649928349	280	-0.590278235	1755	0.05279796	911	0.488112881	933	1.659465795	799	3.108627015	76	-3.992423184	2334	539.5	1633.5	493.5
NUMB	-1.425052599	2022	-0.90451193	1961	0.479904104	310	1.042358446	517	-2.750226746	2200	1.107897622	681	0.968789596	703	2111	610	495.5
response to starvation (abstract)	-2.169136875	2252	-1.237161463	2131	0.319283044	490	0.35237818	1045	-2.592882957	2169	1.457109634	501	1.337080098	580	2210.5	812.5	495.5
PMCA1	1.787194134	234	0.396123133	849	0.144075387	755	0.607450314	823	-1.025097799	1768	2.1880181	236	-0.406341571	1205	1001	1014	495.5
Calcineurin A alpha-beta B1/DSCR1 (complex);RCAN1	1.263081578	461	1.397855639	259	0.424728508	361	-0.831977805	1974	2.845858868	436	1.183169475	638	-3.414819222	2218	448.5	2096	499.5
PTGS1	1.431082619	366	-0.1828622	1389	0.2886332	531	1.032022333	522	-1.662628869	1958	1.523573692	469	-1.236664071	1549	1162	1035.5	500
ANGPT2;Complex of Tie2:Ang2 (complex)	-2.303454737	2273	0.051433845	1171	0.698746526	157	0.121759229	1252	-1.120882854	1793	0.817858243	846	1.067880153	669	2033	960.5	501.5
SFRS5	-1.798047212	2156	-0.531781939	1712	0.974912508	65	1.159615637	448	-5.598651109	2436	0.671032758	942	1.571240341	515	2296	481.5	503.5
AZIN1	0.283165271	1030	-0.718247053	1847	0.37063009	431	-0.791863631	1948	-0.005500777	1425	1.302212814	577	-0.33911678	1170	1227.5	1559	504
CITED2	-1.178866286	1911	0.142866975	1092	0.442698506	345	0.422499382	988	3.021622384	392	1.137757208	664	-2.502648042	1974	1151.5	1481	504.5
RCHY1	-1.760768114	2143	-1.789313072	2310	1.339006052	23	0.303977841	1082	0.616801551	1214	0.593744169	987	-0.403084043	1202	1678.5	1142	505
GBP3	1.365616167	401	-1.065614997	2050	0.228236974	613	-2.157398024	2401	-0.294154705	1523	1.705290381	401	-0.936098132	1403	962	1902	507
ARHGEF4	2.753638195	60	-0.822967176	1906	0.442385589	346	-0.372112058	1659	3.40026543	297	1.132998068	668	-4.761079553	2438	178.5	2048.5	507
IRAK4	-4.987346642	2482	-4.086532201	2500	0.809256147	106	2.304107468	92	-2.478577522	2144	0.727215201	909	2.176210957	350	2313	221	507.5
IFT172	0.681597278	780	-0.124095511	1334	0.6905829	162	1.398353829	326	2.994997227	398	0.796068945	863	-5.009642439	2450	589	1388	512.5
AP-1/NFAT1-c-4 (complex)	-1.043726088	1840	-0.629050932	1779	0.087079976	848	1.120896484	475	3.653002546	253	2.469973699	177	-4.112206827	2356	1046.5	1415.5	512.5
HDAC2	1.221862313	491	-0.137158005	1344	0.090552155	841	-0.715448966	1896	3.83575558	219	2.430212839	184	-3.552092037	2245	355	2070.5	512.5
TTR	-1.983053856	2206	-1.970907881	2345	0.093237463	836	0.349060586	1052	-1.213436508	1818	2.373512335	194	0.432093849	896	2012	974	515
CSE1L	-0.993914469	1814	0.111055155	1123	0.507138827	291	-0.804971707	1960	-0.678251699	1654	1.017279069	740	-0.432767905	1214	1734	1587	515.5
TAP1	1.137910004	531	-0.796292085	1893	0.175554507	703	-0.448427117	1720	2.917890834	416	1.877712543	329	-3.420707169	2220	473.5	1970	516
MPP5	-1.482065159	2045	1.035639906	418	0.362183388	446	0.762432489	709	-3.659662685	2316	1.281401145	589	0.765595857	766	2180.5	737.5	517.5
TIA1	1.355687408	406	-0.04338737	1247	0.402550249	388	0.451617389	966	6.456758644	32	1.168389058	648	-5.899668339	2498	219	1732	518
ENPP1	-1.183954212	1914	-0.131721254	1339	0.977359371	64	0.626481011	806	-2.073391538	2045	0.619464135	976	0.590508488	828	1979.5	817	520
SGPP1	-1.783930199	2152	0.306909949	920	0.453473709	335	1.649260562	225	-8.014627381	2493	1.04940567	710	1.457723316	543	2322.5	384	522.5
TRIM28	0.373057392	981	-0.630908384	1784	0.193392609	670	-0.19136719	1525	-1.254539505	1833	1.76296793	377	0.05572684	1040	1407	1282.5	523.5
CFLAR	-0.147557567	1339	-1.486324779	2220	0.229829067	610	1.483494958	296	-1.484150666	1907	1.603891992	438	0.589800986	829	1623	562.5	524
DHH	-4.698703852	2469	-2.478745643	2427	0.079343212	859	1.706448957	205	-2.380281187	2117	2.401118986	191	2.620328148	276	2293	240.5	525
FLT1;VEGFR1 homodimer (complex);VEGFR1 homodimer/PLGF homodimer (complex);VEGFR1 homodimer/VEGFB homodimer (complex);VEGFR1/2 heterodimer (complex)	-0.232696426	1395	0.212320516	1014	0.285289727	535	0.688797667	760	2.15114388	639	1.430147442	515	-2.708855779	2036	1017	1398	525
ERN1;IRE1 homodimer (complex);IRE1:BiP Complex (complex);IRE1 homodimer (phosphorylated) (complex);IRE1 homodimer (phosphorylated):ADP (complex)	-1.509401004	2053	-1.542331912	2239	1.04232169	54	1.207794599	418	-1.732778369	1975	0.57875204	1000	0.899575941	726	2014	572	527
Telomerase/hnRNP C1/C2 (complex)	-0.523513443	1558	0.281736844	941	0.035607887	942	0.215524657	1167	-3.583666121	2308	2.748044868	114	0.591866272	825	1933	996	528
BHLHE40;PGK1	0.010831407	1228	-0.587156205	1750	0.589198266	227	0.38869598	1013	4.213452227	158	0.842672251	832	-3.218543648	2177	693	1595	529.5
KRT8	-3.826935242	2439	-1.744043297	2292	0.203621435	656	1.228825233	409	-1.708893361	1968	1.696767484	408	2.086277547	369	2203.5	389	532
CCNO;UNG2 glycosylase:5-hydroxyuracil complex (complex);UNG2 glycosylase:uracil complex (complex)	-2.962193563	2372	-0.516430934	1694	0.215318359	633	0.156372691	1216	-3.997424906	2352	1.622338035	434	2.762062962	246	2362	731	533.5
MAPK13	-1.804395058	2159	-0.981319848	2010	0.045142432	925	0.706283936	751	-0.429696639	1573	2.625413449	142	-0.725647978	1325	1866	1038	533.5
MED23	0.078345262	1182	-0.248468377	1444	1.163654197	38	0.350145807	1049	0.549064497	1240	0.536005358	1029	-1.081864481	1472	1211	1260.5	533.5
STAMBP	1.671339683	274	-0.188410974	1393	0.225184185	618	0.185555326	1196	3.32369786	315	1.581816689	449	-4.186485827	2369	294.5	1782.5	533.5
STXIA/STXBP1 (complex)	-1.476260214	2044	0.65463387	651	0.153112071	738	1.07566079	508	-0.850889847	1715	1.8681303	332	-1.512931106	1641	1879.5	1074.5	535
RGS19	0.106462031	1165	0.437458704	822	0.187487474	685	1.418332786	319	-1.367214361	1874	1.733740737	388	-1.299452202	1570	1519.5	944.5	536.5
cell adhesion mediated by integrin (abstract)	0.816383077	676	-0.706094152	1838	0.120532413	792	-0.808847193	1962	2.093898591	661	1.992717996	287	-1.663896014	1698	668.5	1830	539.5
SLC11A2	-1.079270788	1856	-2.880602361	2464	0.784259561	118	1.967680638	147	0.58037314	1230	0.641374544	962	-0.330106078	1166	1543	656.5	540
HIF2A/ARNT/Cbp/p300 (complex)	0.006910702	1229	0.290042507	932	0.557140263	244	-1.759821542	2338	2.097589932	657	0.838193659	836	-1.604381361	1672	943	2005	540
TUBA1B	-4.593201805	2467	-2.600851453	2438	0.050368364	917	1.84588312	174	-1.360816664	1871	2.516024995	169	0.541633355	853	2169	513.5	543
GANAB	-0.176944084	1357	0.020001415	1199	0.469330613	321	-0.122452273	1464	1.834186222	739	0.973250237	765	-1.78621017	1742	1048	1603	543
TFCP2	-3.175907459	2390	-1.804119354	2317	0.82630989	105	1.0776828	507	-3.889529809	2341	0.605613654	982	3.145201408	188	2365.5	347.5	543.5
MEF2D	2.190559907	137	-1.110299617	2074	1.17307407	36	0.005014583	1354	3.280916714	324	0.504143831	1053	-4.065231254	2348	230.5	1851	544.5
STRN	1.736233576	251	-0.163311496	1372	0.446410873	343	-0.083559816	1431	4.098444014	173	1.009400204	746	-4.679055932	2432	212	1931.5	544.5
ITGB5	0.004645552	1234	-1.687400681	2276	0.371476431	428	0.431044237	980	-3.953083881	2347	1.139199222	663	1.839958883	427	1790.5	703.5	545.5
PRMT5	-0.42079035	1503	0.319265474	908	0.320242882	489	-0.671666717	1868	-2.897105896	2219	1.243722929	604	1.808512989	436	1861	1152	546.5
F2	-1.463492138	2041	-1.1507478	2089	0.326946177	477	0.655010292	782	2.35276855	566	1.226079714	618	-2.451317909	1955	1303.5	1368.5	547.5
POU5F1;germ cell development (abstract)	1.741911007	249	-0.381590623	1564	0.695270815	158	1.283257016	381	2.866540256	429	0.673384684	938	-4.073350205	2350	339	1365.5	548
ATF4	0.475225249	922	3.749131707	16	0.238510931	595	-2.063650574	2389	3.869875361	212	1.45300312	503	-5.39612467	2470	567	2429.5	549
DNA repair (abstract)	0.075271863	1183	0.24459691	971	-0.034930125	1067	-0.583079953	1814	3.128722241	360	3.589129948	34	-4.677673374	2431	771.5	2122.5	550.5
TRF2/PARP2 (complex)	0.549680246	862	1.14111709	361	0.347657561	461	0.475898895	950	0.351131524	1307	1.17952421	641	-2.310235309	1918	1084.5	1434	551
NRP1:VERGF165:VERGFR2 (complex)	1.148473077	524	-0.809113765	1900	0.408932884	376	-0.73537247	1916	3.252288704	332	1.027755342	726	-3.147038694	2156	428	2036	551
MAK	0.64945494	803	-1.253897961	2140	0.498107712	296	0.01874682	1339	0.673789793	1193	0.884549392	809	-0.37472926	1183	998	1261	552.5
CSNK1E	0.377736084	980	-0.074643111	1272	0.0542189	907	-1.040261389	2084	3.294549066	321	2.355412052	198	-3.987872062	2333	650.5	2208.5	552.5
PTGER2;Prostaglandin E2/EP2R (complex)	-2.052541192	2222	1.365778983	275	0.521496002	278	1.93693957	156	-3.717784194	2323	0.84414234	831	0.190959264	978	2272.5	567	554.5
BMP2-4/CHRD (complex)	-0.375739971	1477	-1.232563027	2128	0.157458241	726	0.227569347	1155	0.373385458	1298	1.743886266	385	-0.462207727	1228	1387.5	1191.5	555.5
PAPOLA	-0.287015339	1434	0.620168854	675	0.117382987	798	1.776836967	186	-1.517759985	1920	1.901584487	319	-1.275739301	1563	1677	874.5	558.5
DVL/DAAM1 (complex)	-0.811051291	1719	-0.075774103	1276	0.234438835	601	2.261668334	98	-5.892980576	2448	1.426482905	517	0.966420265	704	2083.5	401	559
SEMA4D:CD45 complex (complex)	1.16950245	513	-1.078872812	2056	0.112927721	806	-0.444205431	1718	2.635626183	488	1.914020951	315	-2.815072494	2068	500.5	1893	560.5
ARF6	-2.325342428	2276	-0.729265139	1853	0.117502075	797	2.866712005	34	-3.810993974	2332	1.890405371	325	0.770436071	763	2304	398.5	561
GCK	-2.093571037	2233	-0.298390137	1488	0.683433758	167	0.895656769	600	0.996934688	1053	0.652010642	956	-1.889966222	1780	1643	1190	561.5
SCGB1A1	-2.766719905	2346	-3.831897101	2495	0.624167335	210	0.786019224	689	-5.039348213	2419	0.716951978	914	2.76262093	245	2382.5	467	562
NFAT1/CK1 alpha (complex)	0.735379651	733	-1.267604642	2143	0.515917719	282	0.143176923	1232	-2.732848466	2197	0.814226631	849	-0.578625711	1280	1465	1256	565.5
NR1D1	-0.099544817	1300	-0.819569037	1903	0.18440172	688	-0.232966365	1554	-3.344095729	2273	1.582622601	448	1.53301383	526	1786.5	1040	568
DNA damage checkpoint (abstract);FANCD2	1.053581872	569	-0.044489292	1248	-0.027917118	1057	0.973898611	551	3.489068138	282	3.084961689	81	-5.038530193	2453	425.5	1502	569
PA2G4	-1.817659982	2165	-2.417114119	2421	0.082920288	854	1.299904183	371	-2.320848981	2109	1.995624954	285	1.736226036	466	2137	418.5	569.5
GPC3 heterodimer (complex);ALDOA;HMOX1;FECH;HK1;BNIP3;HK2;EGLN3;ADM;CP;CXCR4;EGLN1;ADFP;BHLHE41;GLUT3;RORA4;ITGB2;CXCL12;SDF1/CXCR4 (dimer) (complex);PFKFB3;PFKL;NT5E;TF;PKM2;PGM1;Dimeric TGF-beta 1 (complex);NTM-NEC 1 heterodimer (complex);FURIN;Non-canonical Wnts;F7;PROZ;NTM-NEC 4 heterodimer (complex);LEP;mdr1;NTM-NEC 3 heterodimer (complex);NTM-NEC 2 heterodimer (complex);MCL1;SERPINE1;TFF3	0.209600656	1082	0.480569266	794	0.516043151	281	-0.460706866	1730	4.6042569	115	0.802170037	859	-3.866394845	2307	598.5	2018.5	570
HIF2A/ARNT (complex)	0.477808751	920	-1.029410394	2036	0.605456586	217	0.169264201	1206	2.319551233	581	0.698489218	926	-1.860344187	1769	750.5	1487.5	571.5
RAD23B	1.994117622	179	-0.381995604	1565	0.088276261	846	0.707629102	746	-0.717460327	1671	1.949884882	299	-1.685129247	1705	925	1225.5	572.5
CFL1	0.561660383	850	0.301822621	924	0.22966085	611	1.424011633	316	1.223148407	967	1.362088408	543	-3.597061375	2254	908.5	1285	577
DYNC1H1	-0.478460156	1529	0.933717179	469	0.407410182	378	0.34333868	1057	-1.262398738	1836	0.947200139	779	-0.389166838	1195	1682.5	1126	578.5
ARAP3/RAP1A/GTP (complex);RAP1A/GTP (complex)	1.519565081	333	0.973876329	450	0.10843356	813	0.029356581	1325	0.946162908	1076	1.834473982	346	-3.122478391	2138	704.5	1731.5	579.5
RASGRP2	0.580586113	837	0.477167565	796	0.359337179	448	0.368540505	1028	2.255904811	606	1.048448864	712	-3.461019999	2223	721.5	1625.5	580
