CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
MDA-MB-453,AKT_SGK,PIK3CB_PIK3CD,1,1,0.190386733,1.0992653,27.23560234,0.192524097,1.8283137,12.20669908,NA,1,AKT_SGK.PIK3CB_PIK3CD
MDA-MB-468,AKT_SGK,PIK3CB_PIK3CD,1,1,1e-04,0.1,90.43807951,0.322881264,1.9478102,54.96062462,NA,1,AKT_SGK.PIK3CB_PIK3CD
MFM-223,AKT_SGK,PIK3CB_PIK3CD,1,1,1,0.7351213,66.22447764,0.124653489,0.9553299,3.42989568,NA,1,AKT_SGK.PIK3CB_PIK3CD
M14,AKT_SGK,PIK3CB_PIK3CD,1,1,0.452876822,0.7824346,0,1,4.0077176,42.4024392,NA,1,AKT_SGK.PIK3CB_PIK3CD
A549,ALK,ATR_4,3,3,2.918658917,3.19865,0,1.596773836,2.5383696,0,NA,1,ALK.ATR_4
Calu-6,ALK,ATR_4,3,3,1.280544726,10,47.28941847,1.204495904,10,39.09337039,NA,1,ALK.ATR_4
DMS-114,ALK,ATR_4,3,3,1.241420561,1.5629624,26.92485731,0.497248342,1.0966944,0,NA,1,ALK.ATR_4
NCI-H1299,ALK,ATR_4,3,3,2.234906718,1.3831755,0,0.944806017,0.6822126,0,NA,1,ALK.ATR_4
NCI-H1703,ALK,ATR_4,3,3,0.59148484,2.3149105,14.92644855,0.48892027,2.1633525,9.88258831,NA,1,ALK.ATR_4
NCI-H1793,ALK,ATR_4,3,3,1.385989148,2.3326527,50.25578596,1.530273004,1.4061722,0,NA,1,ALK.ATR_4
NCI-H1975,ALK,ATR_4,3,3,3,0.7539764,65.47583905,0.578966136,1.1003523,0,NA,1,ALK.ATR_4
NCI-H2085,ALK,ATR_4,3,3,1.258950669,10,62.59366477,0.945481426,1.3494549,0,NA,1,ALK.ATR_4
NCI-H226,ALK,ATR_4,3,3,1.157550199,2.3834903,35.55707704,0.433584963,1.4560624,0,NA,1,ALK.ATR_4
NCI-H2291,ALK,ATR_4,3,3,1.072439153,10,51.19833189,1.386521918,0.523101,0,NA,1,ALK.ATR_4
NCI-H358,ALK,ATR_4,3,3,1.368333285,10,71.18877729,0.994975342,1.0979666,0,NA,1,ALK.ATR_4
NCI-H520,ALK,ATR_4,3,3,1.021407101,3.9600952,71.60751138,2.892776453,10,0,NA,1,ALK.ATR_4
NCI-H522,ALK,ATR_4,3,3,3,1.6106776,17.56004386,0.890288896,0.8524537,0,NA,1,ALK.ATR_4
BT-20,ALK_IGFR,PIK3C,1,1,0.631578687,0.6824284,0,0.957751484,1.4894284,0,NA,1,ALK_IGFR.PIK3C
BT-549,ALK_IGFR,PIK3C,1,1,0.229774639,2.1774061,32.97337053,0.326334361,2.2099419,62.846921,NA,1,ALK_IGFR.PIK3C
CAL-148,ALK_IGFR,PIK3C,1,1,1,0.7717748,19.10146121,1,0,100,NA,1,ALK_IGFR.PIK3C
CAL-51,ALK_IGFR,PIK3C,1,1,1,0.6967387,6.48516306,1,0.7983878,62.7853812,NA,1,ALK_IGFR.PIK3C
CAMA-1,ALK_IGFR,PIK3C,1,1,1,2.1958266,17.22050664,1,0,100,NA,1,ALK_IGFR.PIK3C
DU-4475,ALK_IGFR,PIK3C,1,1,0.112159085,0.9627504,0,0.097423183,1.34236,0,NA,1,ALK_IGFR.PIK3C
HCC1143,ALK_IGFR,PIK3C,1,1,0.204332628,0.9983997,46.0167114,1,10,65.60004264,NA,1,ALK_IGFR.PIK3C
HCC1187,ALK_IGFR,PIK3C,1,1,0.2565352,1.2473175,10.17630256,0.14637098,0.8762086,41.07724311,NA,1,ALK_IGFR.PIK3C
HCC1395,ALK_IGFR,PIK3C,1,1,0.568235808,1.2120561,25.24155328,0.548276906,1.8364734,21.44509536,NA,1,ALK_IGFR.PIK3C
HCC1428,ALK_IGFR,PIK3C,1,1,0.262558766,10,86.09988069,1,0,100,NA,1,ALK_IGFR.PIK3C
HCC1806,ALK_IGFR,PIK3C,1,1,0.340231697,1.8772148,8.14474335,0.64602193,1.3111736,13.32908672,NA,1,ALK_IGFR.PIK3C
HCC1937,ALK_IGFR,PIK3C,1,1,1,0.6498727,35.39985724,0.310956284,10,87.59987123,NA,1,ALK_IGFR.PIK3C
HCC38,ALK_IGFR,PIK3C,1,1,0.442175699,1.8685563,67.75057272,0.278619103,4.3714473,77.41602448,NA,1,ALK_IGFR.PIK3C
HCC70,ALK_IGFR,PIK3C,1,1,0.640602789,1.3675877,0,1,10,91.60000249,NA,1,ALK_IGFR.PIK3C
Hs-578-T,ALK_IGFR,PIK3C,1,1,0.757390313,1.2345447,0,1,10,61.00006355,NA,1,ALK_IGFR.PIK3C
MDA-MB-157,ALK_IGFR,PIK3C,1,1,0.144558413,1.0599712,58.90170042,0.57669121,1.5491141,7.30956252,NA,1,ALK_IGFR.PIK3C
MDA-MB-231,ALK_IGFR,PIK3C,1,1,0.305396479,1.5909713,74.32728059,0.371763943,10,87.59937292,NA,1,ALK_IGFR.PIK3C
MDA-MB-436,ALK_IGFR,PIK3C,1,1,0.281648007,3.5261007,50.13346401,0.299728986,10,55.99964077,NA,1,ALK_IGFR.PIK3C
MDA-MB-453,ALK_IGFR,PIK3C,1,1,0.215465713,1.302192,0,0.271028197,4.5138402,20.18061215,NA,1,ALK_IGFR.PIK3C
MDA-MB-468,ALK_IGFR,PIK3C,1,1,1,1.9374056,40.36759107,0.320226674,10,92.69989421,NA,1,ALK_IGFR.PIK3C
MFM-223,ALK_IGFR,PIK3C,1,1,0.29558079,4.575542,54.93000201,0.295850528,10,39.59966954,NA,1,ALK_IGFR.PIK3C
M14,ALK_IGFR,PIK3C,1,1,0.275528548,4.1821631,47.46012089,0.325643364,10,37.19911294,NA,1,ALK_IGFR.PIK3C
COLO-205,ATM,FOLFOX,0.1,3,0.080572097,1.5749298,0,2.447711663,3.4530727,0,NA,1,ATM.FOLFOX
NCI-H747,ATM,FOLFOX,1,3,0.140022059,0.6762589,33.9633778,1.839777196,0.5044414,0,NA,1,ATM.FOLFOX
LS-513,ATM,FOLFOX,0.1,3,0.035600317,2.5174947,0,3,0.7949777,35.69693913,NA,1,ATM.FOLFOX
SW48,ATM,FOLFOX,0.3,3,0.085995462,10,12.1986572,1.741988614,1.8016786,19.44972515,NA,1,ATM.FOLFOX
SW620,ATM,FOLFOX,3,3,0.22063041,1.4165066,5.74379099,3,0.7793784,11.12049989,NA,1,ATM.FOLFOX
SW948,ATM,FOLFOX,0.3,3,0.17107617,0.4824271,0,1.187412573,10,81.59826345,NA,1,ATM.FOLFOX
647-V,ATM,PARP1,3,3,3,2.0381242,87.82371681,1,0,100,NA,1,ATM.PARP1
BFTC-905,ATM,PARP1,3,3,3e-04,0.109276,44.13926405,0.713336254,0.934366,53.38448024,NA,1,ATM.PARP1
HT-1197,ATM,PARP1,3,3,3,0.9270794,10.28734661,0.281785081,10,84.34971715,NA,1,ATM.PARP1
HT-1376,ATM,PARP1,3,3,3,0.107898,12.43928018,3,0.1924318,22.35931162,NA,1,ATM.PARP1
J82,ATM,PARP1,3,3,0.521196276,2.8122178,83.63067535,1.042582113,2.6567043,77.73687418,NA,1,ATM.PARP1
KU-19-19,ATM,PARP1,3,3,1,0,100,1,0,100,NA,1,ATM.PARP1
SW780,ATM,PARP1,3,3,1,0,100,1,0,100,NA,1,ATM.PARP1
T-24,ATM,PARP1,3,3,3,1.9100968,18.43950993,1.190724684,1.4261888,51.41406806,NA,1,ATM.PARP1
TCCSUP,ATM,PARP1,3,3,3,0.462856,32.3152183,3,0.1103934,68.07825674,NA,1,ATM.PARP1
UM-UC-3,ATM,PARP1,3,3,3,0.4055244,84.05963965,0.48944771,1.7821337,77.63351754,NA,1,ATM.PARP1
VM-CUB-1,ATM,PARP1,3,3,0.122848453,10,62.73318495,1,0,100,NA,1,ATM.PARP1
COLO-205,ATM,SN38,0.003,3,0.000946554,1.9376325,0,1.354492137,10,60.78620127,NA,1,ATM.SN38
NCI-H747,ATM,SN38,0.003,3,0.003,0.1978469,41.74157964,0.787393559,2.6714565,47.66075196,NA,1,ATM.SN38
LS-513,ATM,SN38,0.003,3,0.003,0.5390864,77.60145673,3,0.7576003,49.26140905,NA,1,ATM.SN38
SW48,ATM,SN38,0.01,3,0.002131516,1.6411051,0,1.044974954,10,44.09850694,NA,1,ATM.SN38
SW620,ATM,SN38,0.003,3,0.001622925,3.3100358,0,3,0.86128,30.2327554,NA,1,ATM.SN38
SW837,ATM,SN38,0.003,3,0.001126944,10,51.7972965,3,10,41.40014253,NA,1,ATM.SN38
SW948,ATM,SN38,0.003,3,3e-07,0.1,76.99081883,3e-04,0.1,87.25154609,NA,1,ATM.SN38
BT-20,AKT_1,ATR_4,1,1,1,0.9554074,19.16406832,1,0.5437383,47.22966749,NA,1,AKT_1.ATR_4
BT-549,AKT_1,ATR_4,1,1,1,10,33.20040777,1,0.8324625,11.79613279,NA,1,AKT_1.ATR_4
CAL-120,AKT_1,ATR_4,1,1,1,0.6951125,34.32402076,0.184680303,10,91.07344855,NA,1,AKT_1.ATR_4
CAL-148,AKT_1,ATR_4,1,1,1,10,18.00014397,0.231018194,1.3993739,13.77425897,NA,1,AKT_1.ATR_4
CAL-51,AKT_1,ATR_4,1,1,0.300511802,3.7830203,3.28704346,0.318441,10,67.89964659,NA,1,AKT_1.ATR_4
CAMA-1,AKT_1,ATR_4,1,1,0.471051073,10,63.18020603,0.420268294,2.284205,20.1187377,NA,1,AKT_1.ATR_4
DU-4475,AKT_1,ATR_4,1,1,0.109495503,1.4445062,0,0.085340499,1.213218,0,NA,1,AKT_1.ATR_4
HCC1143,AKT_1,ATR_4,1,1,0.363365915,10,35.29740154,1,0.7202738,51.17345837,NA,1,AKT_1.ATR_4
HCC1187,AKT_1,ATR_4,1,1,1,10,32.20003328,0.093225864,2.2872679,53.20736589,NA,1,AKT_1.ATR_4
HCC1395,AKT_1,ATR_4,1,1,0.420326525,1.4301503,0,0.336205807,0.9139962,25.75083717,NA,1,AKT_1.ATR_4
HCC1428,AKT_1,ATR_4,1,1,1,0.570086,22.58837142,0.400660316,0.6299361,79.30167568,NA,1,AKT_1.ATR_4
HCC1806,AKT_1,ATR_4,1,1,0.345522999,10,14.1979141,0.343798417,1.7199343,26.1082756,NA,1,AKT_1.ATR_4
HCC1937,AKT_1,ATR_4,1,1,1,0,100,0.251528912,0.7474896,68.37663534,NA,1,AKT_1.ATR_4
HCC38,AKT_1,ATR_4,1,1,0.314631839,10,31.09922779,1,10,86.60017283,NA,1,AKT_1.ATR_4
HCC70,AKT_1,ATR_4,1,1,1,10,51.60029313,0.255961479,1.3731842,22.53918698,NA,1,AKT_1.ATR_4
MDA-MB-157,AKT_1,ATR_4,1,1,0.327596994,10,36.89906474,0.222277437,0.7150432,68.8913161,NA,1,AKT_1.ATR_4
MDA-MB-231,AKT_1,ATR_4,1,1,1,10,32.0000496,0.048018953,1.2077301,81.19204197,NA,1,AKT_1.ATR_4
MDA-MB-436,AKT_1,ATR_4,1,1,0.297093948,10,62.99975242,0.122955298,4.271125,86.81516122,NA,1,AKT_1.ATR_4
MDA-MB-453,AKT_1,ATR_4,1,1,0.200072415,2.02771,4.06525971,0.067967691,1.144412,8.02818553,NA,1,AKT_1.ATR_4
MDA-MB-468,AKT_1,ATR_4,1,1,1,10,75.60007077,0.275432949,10,79.89991196,NA,1,AKT_1.ATR_4
MFM-223,AKT_1,ATR_4,1,1,1,3.0698859,43.40297936,0.179178049,1.0023,16.54238561,NA,1,AKT_1.ATR_4
M14,AKT_1,ATR_4,1,1,0.302478515,10,19.69937182,0.050256829,3.8770754,88.22601636,NA,1,AKT_1.ATR_4
BT-20,ATR_4,FGFR,1,1,0.272662548,10,89.19995253,0.401607409,10,47.39425847,NA,1,ATR_4.FGFR
BT-549,ATR_4,FGFR,1,1,0.105003131,0.7705979,58.37020913,1,10,38.4000143,NA,1,ATR_4.FGFR
CAL-120,ATR_4,FGFR,1,1,1,0.3800557,49.65679309,0.312210676,10,62.39950184,NA,1,ATR_4.FGFR
CAL-148,ATR_4,FGFR,1,1,1,0,100,0.381196661,10,59.2973623,NA,1,ATR_4.FGFR
CAL-51,ATR_4,FGFR,1,1,0.219078827,1.7263201,77.80101616,0.279287673,2.6016994,0,NA,1,ATR_4.FGFR
CAMA-1,ATR_4,FGFR,1,1,1,0,100,1,10,27.60002374,NA,1,ATR_4.FGFR
DU-4475,ATR_4,FGFR,1,1,1,0.432224,20.77311598,0.14830863,2.7562731,0,NA,1,ATR_4.FGFR
HCC1143,ATR_4,FGFR,1,1,1,0,100,0.940798922,10,0,NA,1,ATR_4.FGFR
HCC1187,ATR_4,FGFR,1,1,0.405599804,10,89.29871063,0.370093756,10,55.0978335,NA,1,ATR_4.FGFR
HCC1395,ATR_4,FGFR,1,1,0.010250738,1.6554611,46.09560793,0.438173357,1.8417366,0,NA,1,ATR_4.FGFR
HCC1806,ATR_4,FGFR,1,1,1,0,100,0.355355575,3.7397509,9.44857677,NA,1,ATR_4.FGFR
HCC1937,ATR_4,FGFR,1,1,1,0,100,1,2.62827,64.22853672,NA,1,ATR_4.FGFR
HCC38,ATR_4,FGFR,1,1,0.034464351,1.1242346,74.96881085,0.289161716,10,26.89965878,NA,1,ATR_4.FGFR
HCC70,ATR_4,FGFR,1,1,1,0,100,0.534553504,0.6108697,0,NA,1,ATR_4.FGFR
Hs-578-T,ATR_4,FGFR,1,1,0.009326724,0.7961889,78.60165673,1,10,48.80000244,NA,1,ATR_4.FGFR
MDA-MB-157,ATR_4,FGFR,1,1,0.029830249,2.0268146,28.62595545,0.349461665,10,38.39831973,NA,1,ATR_4.FGFR
MDA-MB-231,ATR_4,FGFR,1,1,1,0.2968746,83.93385987,1,10,20.80000942,NA,1,ATR_4.FGFR
MDA-MB-436,ATR_4,FGFR,1,1,1,1.5383252,74.33808097,0.323584968,10,57.09945896,NA,1,ATR_4.FGFR
MDA-MB-453,ATR_4,FGFR,1,1,0.204691621,10,30.5666759,0.226893234,2.9034029,6.77763157,NA,1,ATR_4.FGFR
MDA-MB-468,ATR_4,FGFR,1,1,1,0.9602167,81.10493655,0.315189591,10,68.59966896,NA,1,ATR_4.FGFR
MFM-223,ATR_4,FGFR,1,1,0.010530113,10,41.92466762,1,10,55.20003556,NA,1,ATR_4.FGFR
M14,ATR_4,FGFR,1,1,1e-04,0.1,91.46072675,0.327546047,10,13.79875568,NA,1,ATR_4.FGFR
COLO-205,BCL2,FOLFIRI,0.003,1,0.000483988,1.7824348,0,0.340707733,2.3088692,0,NA,1,BCL2.FOLFIRI
NCI-H747,BCL2,FOLFIRI,0.03,3,0.004950541,1.4226252,12.99651263,1.039658287,10,19.79796129,NA,1,BCL2.FOLFIRI
HCT-116,BCL2,FOLFIRI,0.03,3,0.000538711,1.7178615,2.92151561,1.542071288,1.5287075,11.20404561,NA,1,BCL2.FOLFIRI
LS-513,BCL2,FOLFIRI,0.03,3,0.002047138,2.0483535,1.86633894,0.306380846,2.3129861,40.58870629,NA,1,BCL2.FOLFIRI
SW48,BCL2,FOLFIRI,0.1,3,0.001694776,1.7308869,0.79435861,0.222134649,1.0074682,26.51339021,NA,1,BCL2.FOLFIRI
SW837,BCL2,FOLFIRI,0.03,3,0.000611671,0.6909151,2.30156117,1.024686192,10,62.89913706,NA,1,BCL2.FOLFIRI
Calu-3,BCL2,TOP2_2,0.1,3,0.029164458,10,55.0997673,3e-04,0.1,89.10628204,NA,1,BCL2.TOP2_2
Calu-6,BCL2,TOP2_2,3,3,0.67108407,1.1741767,12.02930476,0.397348851,0.6667866,31.70075909,NA,1,BCL2.TOP2_2
DMS-114,BCL2,TOP2_2,3,3,0.642767758,1.29227,0,1,0,100,NA,1,BCL2.TOP2_2
NCI-H1299,BCL2,TOP2_2,3,3,0.427226028,1.6317595,20.48200165,3,0.2258643,86.20434382,NA,1,BCL2.TOP2_2
NCI-H1437,BCL2,TOP2_2,3,3,0.369187342,1.1792836,8.09719485,0.297098893,0.4868015,75.70429464,NA,1,BCL2.TOP2_2
NCI-H1563,BCL2,TOP2_2,0.3,3,0.231650111,4.9849233,0,3,0.3438101,3.57319496,NA,1,BCL2.TOP2_2
NCI-H1703,BCL2,TOP2_2,1,3,0.336516506,1.4067717,0,3,0.355143,79.34139452,NA,1,BCL2.TOP2_2
NCI-H1793,BCL2,TOP2_2,3,3,0.793045092,1.6898969,0,0.380801485,1.3260998,33.01852662,NA,1,BCL2.TOP2_2
NCI-H1975,BCL2,TOP2_2,3,3,0.405997133,1.6017496,7.56766705,3,1.1261295,50.628456,NA,1,BCL2.TOP2_2
NCI-H2085,BCL2,TOP2_2,3,3,0.166841847,0.988431,28.99870085,1.295412254,0.8736898,0,NA,1,BCL2.TOP2_2
NCI-H2170,BCL2,TOP2_2,3,3,1.906917286,1.506216,0,0.54971411,1.7795113,8.62043547,NA,1,BCL2.TOP2_2
NCI-H226,BCL2,TOP2_2,1,3,0.126894297,1.0518539,4.30391708,3,0.4928651,17.40282711,NA,1,BCL2.TOP2_2
NCI-H2291,BCL2,TOP2_2,3,3,0.352023279,1.8715171,35.68823198,0.963711138,10,23.39897753,NA,1,BCL2.TOP2_2
NCI-H23,BCL2,TOP2_2,1,3,0.144899714,0.7181192,0,3,0.3128687,48.93670641,NA,1,BCL2.TOP2_2
NCI-H3122,BCL2,TOP2_2,3,3,0.233841131,2.1418959,0,3e-04,0.1,61.43304233,NA,1,BCL2.TOP2_2
NCI-H358,BCL2,TOP2_2,1,3,0.197627103,1.9625489,35.49839817,3,0.6637949,51.67011867,NA,1,BCL2.TOP2_2
NCI-H520,BCL2,TOP2_2,3,3,2.476272663,0.9145567,0,1,0,100,NA,1,BCL2.TOP2_2
NCI-H522,BCL2,TOP2_2,3,3,0.141220154,3.4768239,13.08741851,0.769257133,0.5858776,41.05127297,NA,1,BCL2.TOP2_2
NCI-H838,BCL2,TOP2_2,1,3,0.231555531,1.0669724,0,3,0.7973246,69.85234794,NA,1,BCL2.TOP2_2
SW900,BCL2,TOP2_2,3,3,0.278084192,1.3599119,12.38691087,0.11793352,1.0099358,41.44154362,NA,1,BCL2.TOP2_2
BT-20,AKT,BCL2_2,3,3,3,10,72.00081972,0.564160974,0.9758924,19.08872084,NA,1,AKT.BCL2_2
BT-474,AKT,BCL2_2,3,3,3,1.673044,17.4318774,0.153697372,1.4517109,6.50905607,NA,1,AKT.BCL2_2
CAMA-1,AKT,BCL2_2,3,3,0.949356361,10,94.09988046,0.031500703,0.4384875,0,NA,1,AKT.BCL2_2
HCC1187,AKT,BCL2_2,3,3,3,10,36.60042703,0.371065982,1.5996983,7.56486964,NA,1,AKT.BCL2_2
HCC1395,AKT,BCL2_2,3,3,2.793270071,1.965057,0,3e-04,0.1,32.4033417,NA,1,AKT.BCL2_2
HCC1419,AKT,BCL2_2,3,3,1,0,100,0.917003604,0.4884603,0,NA,1,AKT.BCL2_2
HCC1569,AKT,BCL2_2,3,3,3,10,48.00018295,1.462447033,0.5157768,0,NA,1,AKT.BCL2_2
HCC70,AKT,BCL2_2,3,3,3e-04,0.1,26.8682211,0.951149945,10,24.99912242,NA,1,AKT.BCL2_2
MDA-MB-157,AKT,BCL2_2,3,3,1.165561961,10,0.39219274,0.47105561,0.2847303,0,NA,1,AKT.BCL2_2
MDA-MB-361,AKT,BCL2_2,3,3,3,10,86.40027069,0.285039679,0.5707695,0,NA,1,AKT.BCL2_2
MDA-MB-415,AKT,BCL2_2,3,3,3,10,56.40034534,0.001390167,0.4468221,9.72902926,NA,1,AKT.BCL2_2
MDA-MB-436,AKT,BCL2_2,3,3,3,0.7086979,43.83588939,3,0.1707653,7.69132295,NA,1,AKT.BCL2_2
MDA-MB-453,AKT,BCL2_2,3,3,3,10,39.00048782,3,0.2868218,26.23938655,NA,1,AKT.BCL2_2
T47D,AKT,BCL2_2,3,3,3,10,1.60006778,0.118788717,0.9569841,24.92467102,NA,1,AKT.BCL2_2
BT-20,BCL2_2,MTOR_1,1,3,0.101058546,1.2592713,29.62434318,2.996845263,2.946405,0,NA,1,BCL2_2.MTOR_1
BT-474,BCL2_2,MTOR_1,1,3,0.142275324,2.1146573,26.99789034,3,0.7337131,40.16650748,NA,1,BCL2_2.MTOR_1
CAMA-1,BCL2_2,MTOR_1,1,3,0.183205125,2.6125391,18.90259397,1,0,100,NA,1,BCL2_2.MTOR_1
EVSA-T,BCL2_2,MTOR_1,1,3,0.138636495,0.8923145,0,1.258258391,2.9791189,0,NA,1,BCL2_2.MTOR_1
HCC1187,BCL2_2,MTOR_1,1,3,0.241340417,0.4464848,0,3,1.7271671,17.28435247,NA,1,BCL2_2.MTOR_1
HCC1395,BCL2_2,MTOR_1,1,3,0.264424715,10,79.09575767,3,10,61.80129997,NA,1,BCL2_2.MTOR_1
HCC1419,BCL2_2,MTOR_1,1,3,0.171746827,2.2971355,25.15667096,0.944545758,10,92.79992739,NA,1,BCL2_2.MTOR_1
HCC1569,BCL2_2,MTOR_1,1,3,0.081254631,0.6092215,17.66509215,3,0.3900672,31.14736637,NA,1,BCL2_2.MTOR_1
HCC1954,BCL2_2,MTOR_1,1,3,0.05010919,0.9358074,7.86117105,1.699094833,3.0242264,0,NA,1,BCL2_2.MTOR_1
HCC70,BCL2_2,MTOR_1,1,3,0.216724834,0.7871427,0,3e-04,0.1,23.66702187,NA,1,BCL2_2.MTOR_1
MDA-MB-157,BCL2_2,MTOR_1,1,3,0.28744455,0.6398733,0,1.345373578,4.2843637,0,NA,1,BCL2_2.MTOR_1
MDA-MB-361,BCL2_2,MTOR_1,1,3,0.157531727,1.2123135,34.74628406,2.999999999,0.2588591,77.01883355,NA,1,BCL2_2.MTOR_1
MDA-MB-415,BCL2_2,MTOR_1,1,3,0.068955512,1.6510444,20.88358949,1.170078269,10,87.79900577,NA,1,BCL2_2.MTOR_1
MDA-MB-436,BCL2_2,MTOR_1,1,3,0.048524824,1.0294701,43.51645546,3,1.1260713,66.36009725,NA,1,BCL2_2.MTOR_1
MDA-MB-453,BCL2_2,MTOR_1,1,3,0.087119145,2.8053706,12.60624137,3,10,61.00067748,NA,1,BCL2_2.MTOR_1
T47D,BCL2_2,MTOR_1,1,3,0.073810639,1.1100557,18.73895449,3,1.5279942,29.37960343,NA,1,BCL2_2.MTOR_1
BT-20,BCL2_2,PIK3C,3,3,1.035147803,2.4994101,42.5396423,3,10,87.60086676,NA,1,BCL2_2.PIK3C
BT-474,BCL2_2,PIK3C,3,3,0.498544927,1.8740978,0,3,1.580852,7.63389523,NA,1,BCL2_2.PIK3C
CAMA-1,BCL2_2,PIK3C,3,3,1.797155293,1.6669011,0,0.113265823,0.7059835,89.3256148,NA,1,BCL2_2.PIK3C
EVSA-T,BCL2_2,PIK3C,3,3,0.637647306,1.6392497,3.63552441,2.421431383,10,0,NA,1,BCL2_2.PIK3C
HCC1187,BCL2_2,PIK3C,3,3,0.45714031,0.9735857,6.6735506,3,10,47.00162576,NA,1,BCL2_2.PIK3C
HCC1395,BCL2_2,PIK3C,3,3,0.913142535,10,35.59937497,3,0.298518,37.07553123,NA,1,BCL2_2.PIK3C
HCC1419,BCL2_2,PIK3C,3,3,0.458084738,1.0012394,16.89912667,1,0,100,NA,1,BCL2_2.PIK3C
HCC1569,BCL2_2,PIK3C,3,3,1.289674843,0.5281338,0,3,10,38.60017614,NA,1,BCL2_2.PIK3C
HCC70,BCL2_2,PIK3C,3,3,0.171838297,2.9396292,8.39937964,3e-04,0.1,20.34374844,NA,1,BCL2_2.PIK3C
MCF7,BCL2_2,PIK3C,3,3,0.257690858,1.4048718,3.95611809,1.514367008,3.8628793,0,NA,1,BCL2_2.PIK3C
MDA-MB-157,BCL2_2,PIK3C,3,3,3,0.5138075,13.42346019,1.162164725,10,0,NA,1,BCL2_2.PIK3C
MDA-MB-361,BCL2_2,PIK3C,3,3,0.31741504,0.9844675,6.28354058,1.37980649,10,94.79779715,NA,1,BCL2_2.PIK3C
MDA-MB-415,BCL2_2,PIK3C,3,3,1.67434784,1.8721489,25.78185468,1.103067057,10,93.39969672,NA,1,BCL2_2.PIK3C
MDA-MB-436,BCL2_2,PIK3C,3,3,3,0.5221653,15.50006181,3,0.5092358,55.56471797,NA,1,BCL2_2.PIK3C
MDA-MB-453,BCL2_2,PIK3C,3,3,1.233330374,1.6341687,2.13522154,3,10,19.20033195,NA,1,BCL2_2.PIK3C
MDA-MB-468,BCL2_2,PIK3C,3,3,1.133322797,1.2912493,22.83006779,0.980113409,2.7622231,0,NA,1,BCL2_2.PIK3C
T47D,BCL2_2,PIK3C,3,3,0.274161697,0.7007114,7.84519549,2.752967266,2.1118731,0,NA,1,BCL2_2.PIK3C
647-V,ATM,BCL2_BCL2L1,3,3,2.081002867,0.7665374,29.83964801,1,0,100,NA,1,ATM.BCL2_BCL2L1
BFTC-905,ATM,BCL2_BCL2L1,3,3,3,0.4716889,19.50170776,3,0.5332409,34.02173674,NA,1,ATM.BCL2_BCL2L1
HT-1197,ATM,BCL2_BCL2L1,3,3,0.178687102,9.9999999,93.10966938,1.071544138,2.9847314,85.36613008,NA,1,ATM.BCL2_BCL2L1
HT-1376,ATM,BCL2_BCL2L1,3,3,0.685557458,0.9876133,44.58307489,1,0,100,NA,1,ATM.BCL2_BCL2L1
J82,ATM,BCL2_BCL2L1,3,3,3,0.6053896,59.76090928,0.403481886,4.7579991,80.96801637,NA,1,ATM.BCL2_BCL2L1
KU-19-19,ATM,BCL2_BCL2L1,3,3,3,1.3331617,32.30461592,1,0,100,NA,1,ATM.BCL2_BCL2L1
SW780,ATM,BCL2_BCL2L1,0.3,3,0.016584516,1.1801367,27.09499972,1,0,100,NA,1,ATM.BCL2_BCL2L1
T-24,ATM,BCL2_BCL2L1,0.3,3,0.3,0.7868301,80.53055252,1.029736496,10,66.99924721,NA,1,ATM.BCL2_BCL2L1
TCCSUP,ATM,BCL2_BCL2L1,3,3,1,0,100,0.507721416,3.2214962,84.06508662,NA,1,ATM.BCL2_BCL2L1
UM-UC-3,ATM,BCL2_BCL2L1,3,3,0.757475848,0.8910533,38.48176126,0.486614702,2.997668,77.03792381,NA,1,ATM.BCL2_BCL2L1
VM-CUB-1,ATM,BCL2_BCL2L1,3,3,0.442482497,0.9217349,80.74713696,1,0,100,NA,1,ATM.BCL2_BCL2L1
647-V,BCL2_BCL2L1,HDAC_4,3,3,1.490875367,1.5760741,0,2.268354902,0.744597,29.61619577,NA,1,BCL2_BCL2L1.HDAC_4
BFTC-905,BCL2_BCL2L1,HDAC_4,3,3,0.372361207,1.4973703,12.58271592,3,0.6043633,27.17961071,NA,1,BCL2_BCL2L1.HDAC_4
HT-1197,BCL2_BCL2L1,HDAC_4,3,3,1.39004534,1.4420849,0,1.574758571,10,24.17976724,NA,1,BCL2_BCL2L1.HDAC_4
HT-1376,BCL2_BCL2L1,HDAC_4,3,3,0.741114603,1.1326157,5.58906625,0.641887875,2.1296931,47.1690369,NA,1,BCL2_BCL2L1.HDAC_4
J82,BCL2_BCL2L1,HDAC_4,3,3,1.375767693,1.2905481,0,3,1.5038022,55.45784657,NA,1,BCL2_BCL2L1.HDAC_4
SW780,BCL2_BCL2L1,HDAC_4,3,0.3,0.858768541,0.8663335,0,0.015224984,1.005321,23.98908896,NA,1,BCL2_BCL2L1.HDAC_4
T-24,BCL2_BCL2L1,HDAC_4,3,0.3,1.129611732,10,14.09507457,0.3,10,83.80003386,NA,1,BCL2_BCL2L1.HDAC_4
TCCSUP,BCL2_BCL2L1,HDAC_4,3,3,0.690014926,1.0109841,0,1,0,100,NA,1,BCL2_BCL2L1.HDAC_4
