BTG2	SESN1
DCK	TAF5
DDOST	P4HB
DDX28	TARS2
DDX60	HLA-B
DHX15	PIK3CA
DHX32	S100A11
DHX9	NME1
DCTN4	DLAT
DLAT	MRPL13
CRABP2	DLG5
CSH1	DMP1
DMP1	POLH
DMP1	ROS1
DMP1	XYLB
DNAJA2	HNRNPC
DNM1L	PSMA3
DSG2	KRT6B
DSTN	TGFBI
DYNLL1	TIMM17A
CAPRIN1	EEF1E1
EEF1E1	HSPD1
CDC42BPB	EGR1
EIF2S3	EML4
EIF4G2	PTPLAD1
ELAVL1	RBM12
CGN	ELMO3
ENOPH1	EXOC5
ENPP5	EPCAM
EPB41L1	PLEKHA6
EPHA2	PTRF
EPHA2	SMURF2
ERLIN1	IARS2
ESCO2	PCNA
EXOC5	RRN3
EXOSC9	NSL1
ARL14	F2RL1
CAPN1	F2RL1
F2RL1	LAMA5
F2RL1	TM4SF1
CNOT8	FASTKD2
CAPN7	FBXO28
FCER2	PTPRC
ADAM9	FCHO2
FER	PIK3CA
FERMT1	GJB3
FGD1	NGFRAP1
FGF8	NMUR1
EVPL	FGFBP1
FGFBP1	LAMA5
FGFBP1	SEMA4B
FERMT2	FGFR1
ANXA5	FKBP14
ARL6IP4	FKBP8
CABP1	FKBP8
FLI1	HCLS1
FLNA	IL6
FOXL1	GH1
ARPC5	FOXO3
FOXO3	HRSP12
FOXO3	POLR2K
FOXO3	SCYL2
AGRN	FSTL3
GEMIN4	SLC19A1
GGA1	USP20
GGA3	SRRM1
GIN1	RAB1A
GIN1	YWHAZ
GLE1	GLUD2
GLRX3	HRSP12
CD7	GNAT1
GPR68	PRB3
AXL	GPX8
CAPN2	GPX8
GPX8	MMP14
GPX8	S100A2
GRHL3	OVOL1
EFNA1	GRTP1
GTF2A2	ILF2
GTF3C4	PNO1
GTF3C4	RPE
GTF3C4	SUMO1
HDAC2	KLHL23
ADAM9	HEXB
HFE	IL17RC
CD58	HLA-G
CDC7	HMGB1
E2F8	HMGB1
HMGB1	RBBP4
BCLAF1	HMGB2
HMGB2	HNRNPA1
HNRNPC	TPR
HNRNPD	NUP160
CANX	HNRNPF
CLINT1	HNRNPF
CREB1	HNRNPF
DLG1	HNRNPF
CTCF	HNRNPR
HNRNPR	RBM14
HLA-C	ICAM1
CALU	IKBIP
IKBIP	WBP5
CD84	IL16
IL18	SERPINB5
AIF1	IL3RA
IMPAD1	ITFG1
ADAM9	ITGA2
ITGA2	SLC2A1
FERMT2	ITSN1
JPH3	POLH
ADAM9	KCTD11
IRF2BP1	KCTD13
KDELR2	THBS1
GPRC5A	KLF4
DDR1	KLF5
KLF5	MET
LAMB2	RRBP1
DAB2	LATS2
ANXA1	LEPROT
FOSL1	LGALS1
LIN7C	RAB1A
ADAMTS1	LOX
LRRC40	RAD51AP1
LRTM1	PKD2L2
IKZF1	LSP1
LUC7L3	RBMX
HNRNPA1	MAD2L1
MAP3K7	SLC30A5
MAP7	PVRL4
ATP6V1A	MAPK1
COX5A	MARS2
GRHL3	MARVELD3
MARVELD3	PVRL4
DCTN1	MBD3
MBD3	MED24
CALU	MBTPS1
DCTN1	MED16
GLUD2	MRPL13
MRPL13	PRKAA1
MRPL18	TPRKB
ING5	MRPS25
MT2A	PRKCDBP
MVP	PDXK
MYH14	SSH3
KCNJ9	MYH4
MYH9	PTPN14
FZD6	MYL12A
MYO1C	PDXK
HNRNPUL1	NAP1L4
NAP1L4	PABPN1
NARS2	ZBTB6
MYBL2	NCAPH2
FETUB	NCR1
FBN1	NEXN
CCNT2	NFYB
NOC3L	PAK1IP1
NPM3	PHB2
EPCAM	NPNT
NT5E	RAI14
NT5E	S100A3
ARFGEF1	NUDT21
NUDT21	UBC
NUDT21	ZNF780A
MSH2	NUP160
NUP160	ZNF670
CLDN3	OVOL2
ATAD5	PARP1
AKAP8L	PATZ1
KCND3	PDE6C
CTCF	PDIK1L
PDIK1L	ZNF124
GRM4	PDX1
PERP	SH2D3A
INADL	PFKFB2
PHOX2B	SLC13A1
ACP1	PIK3CA
GJB3	PKP3
LAMA5	PLEKHG3
PLEKHG3	PTPRU
POLE	SNRNP70
POLH	POLR1B
AP2S1	POLR2L
HNRNPA2B1	POLR3K
ATP8B1	PPP1R13L
HRSP12	PRKRA
BACH1	PRNP
KIRREL	PRNP
PRNP	UBC
ALDOB	PROL1
BRF1	PRR14
CTSB	PSAP
HRSP12	PSMA1
IARS2	PSMA1
DLAT	PTPLAD1
PTPN22	TRAF3IP3
C1orf172	PTPN3
PTPRF	SEMA4B
HMGA2	PTRF
LAMC1	PTRF
PEX2	RAB1A
RAB1A	RIOK3
ARFGEF2	RAB5A
LMNA	RALB
GART	RANBP1
HNRNPA3	RBM26
MSH2	RFC3
NASP	RFC3
RFC3	YBX1
LRRC8E	RHBDF1
RHOT2	SMARCC2
DHFR	RMI1
MSL2	RNF138
NUP160	RNF138
RPL36	RPS11
PNO1	RPP14
RPS11	RPS24
ARPC5	RPS6KB1
DLD	RPS6KB1
MLLT10	RPS6KB1
LRRC40	RRM1
RRM1	SRP9
MATR3	SAFB
RBM12	SAFB
KHDRBS1	SAMD1
PDIK1L	SCAI
SCYL2	UBE2H
P4HB	SDF4
DNAJC10	SENP2
SENP2	STRAP
PTK2	SERINC1
GPRC5A	SERPINB5
FOXN4	SEZ6L
SF1	USP7
SF1	ZC3H7B
C19orf40	SFI1
POLE	SFI1
RBM26	SFPQ
COX5A	SFXN4
SH2D4A	SLPI
RND3	SH3RF1
ANKRD46	SHPRH
DPEP2	SIGLEC7
PVRL1	SIGLEC7
SIGLEC8	SPI1
MSH6	SLBP
RAB1A	SLC38A2
SLC39A13	THBS1
MSL2	SMARCC1
SMC2	ZNF273
CREB1	SMCHD1
HSD3B2	SMR3B
RAB5A	SNX13
PHLDA1	SPRED1
GNAI3	SPTLC1
HRSP12	SPTLC1
SPTLC1	UBC
CALU	SRPX
PDE4C	SRRM1
CSH2	SSTR4
LAMC1	ST5
ST5	TIMP2
PRRG4	ST6GALNAC2
PRB1	STATH
FASTKD2	STRAP
LUC7L2	STRBP
ASAP1	SUMO1
RAB23	SUMO1
CRY2	SUPT5H
CLINT1	TAB2
RPS6KB1	TAB2
TAF5	TRA2B
EPHA1	TC2N
SERPINB7	THBS1
TIA1	ZNF184
LAMA5	TJP1
CGN	TLCD1
EFNA1	TLCD1
CUL4B	TMED2
PLS1	TMEM45B
S100A14	TMPRSS4
ELOVL1	TNFRSF12A
IRF6	TNFSF15
CD6	TNR
GJB3	TNS4
ITGB6	TNS4
LMNA	TOM1L2
HNRNPH1	TOMM22
LCP2	TRAF3IP3
NKG7	TRAF3IP3
F13B	TRIM49
DAB2	TSPAN4
SERPINE1	TSPAN4
FOSL1	TSPO
CEACAM3	TSSK3
GRIN1	TSSK3
HMGB1	TYMS
ATP6V1C1	UBE2H
MMP14	UBTD1
CUL7	UBXN6
SRGAP1	UGCG
S100A2	VCL
DFNA5	VEGFC
INHBA	VEGFC
MS4A6A	WAS
MYBL2	WDR76
TRA2B	WDR76
E4F1	XAB2
PGF	XRCC2
TIA1	YPEL1
DFFB	ZBED4
NASP	ZBED4
ZBTB39	ZCCHC3
MSH2	ZBTB6
TAPBP	ZBTB7A
LTB4R	ZC3H7B
USP36	ZC3H7B
GNB4	ZEB2
RNF138	ZNF670
ZNF107	ZNF700
HNRNPF	ZNF780A
ANTXR1	ANXA5
ATG5	UBC
CBLC	SSH3
CDC42EP1	CYR61
CYP2S1	IL18
CSNK1G2	MAPK8IP3
DAG1	MGAT4B
CXXC1	POGZ
CYR61	PTRF
CYR61	TNFAIP1
DDX28	GGA2
B3GNT1	ENO1
CCND1	EPHA2
EMP3	LGALS1
CR1	FCER2
CSNK1G2	FBXO46
FBL	TCF3
GTPBP1	MAPK8IP3
GDI2	RPP14
HLA-B	IRF2
ITPKC	SSH3
GNAI2	LEPRE1
MBD3	UBN1
CAPRIN1	MRPS15
KRT76	OR2J3
PHF5A	RCC1
MRPL13	SDHB
OVOL1	SFN
SH3BGRL3	TGFB1I1
SFN	UGT1A1
CHERP	SRRM1
CRB3	SULT2B1
GMIP	SRRM1
ATP2C2	TACSTD2
PTK2	TJP1
SLC30A5	TFG
CUL9	TYK2
PRRG4	TSPAN1
RAB1A	TRIM23
SSH3	TRPM4
TRIOBP	ZNFX1
CAPN2	VEGFC
TFPI2	VEGFC
CUL9	ZC3H7B
MUTYH	ZC3H7B
MYBBP1A	ZNF593
ACIN1	BAZ1B
ADAT2	RPIA
ADM	ANXA2
ADM	EPAS1
ADM	PTRF
AIM1L	JUP
ALDH18A1	DLAT
AMZ2	HRSP12
ANAPC10	C19orf2
ANKFY1	C19orf2
ANP32B	HNRNPA1
ANXA1	RASAL2
ANXA1	SERPINH1
ANXA2P2	PERP
ANXA2P2	PLCD3
ANXA2P2	TGM2
ARFGEF2	NRBF2
ARMC6	NHP2
ATAD2B	NASP
ATAD5	LIN9
ATAD5	RFC4
ATG2A	TBL3
ATP6V1C1	CUL4B
ATP6V1C1	SDHC
BAG3	CPA4
BAG3	EGFR
BAIAP2L1	FRK
BAZ1B	E2F1
BAZ1B	H1FX
BRD2	ZNF611
BRF1	DNASE1L2
BSPRY	C2orf15
BSPRY	FA2H
BSPRY	GRHL1
ARHGEF5	C10orf47
C10orf47	DSG2
C11orf58	CD46
C11orf58	PDCD5
C11orf58	PSMD12
C12orf47	RMND5A
C15orf42	TOPBP1
C17orf48	C19orf2
C17orf48	CCT2
C17orf48	DLD
C17orf48	MED17
C17orf48	MLLT10
C17orf48	SENP2
C17orf48	TFB2M
C17orf48	TMED2
C17orf48	ZNF227
C19orf21	EPCAM
C1orf135	MYBL2
C1orf135	PKMYT1
C1orf200	RPL13AP17
C20orf202	DEFB118
B3GNT2	C20orf30
C20orf30	C5orf44
C20orf30	COPS8
C20orf30	HNRNPF
C20orf30	IL20RB
C20orf30	LIPT1
C20orf30	MINPP1
C20orf30	MRPL19
C20orf30	PRKRA
C20orf30	PSMC6
C20orf30	RAD17
C20orf30	SMU1
C20orf30	UQCRC2
C4orf21	CDC7
C6orf162	MATR3
C6orf162	RBM12B
ARPC5	C9orf46
CALU	CD276
CALU	CD63
CALU	FNDC3B
CAPRIN1	CCT2
CAPRIN1	HRSP12
AHNAK	CAST
CAPN2	CAST
CAST	LAMB3
CAST	S100A13
CCAR1	TOPBP1
CCDC130	GPR44
CCDC76	CCT2
CCDC88C	EPB41
CCDC88C	PDIK1L
CCDC88C	RBM38
CD151	COL4A2
CD163	GHRHR
CD46	PRKAA1
CD63	GDF15
CD63	NBL1
CD63	SLC38A6
CCNE2	CDC6
CDC7	SENP1
CDH1	SOX13
CECR5	POLR1B
CDK1	CEP78
CENPO	CEP78
CEP78	KIFC1
CARS	CHAC1
CLINT1	EXOC5
CMTM4	DSC2
CNOT6L	MSL2
CPSF3	PPIH
CREB1	SPTLC1
CRISP1	NCR1
CACNA1G	CSNK1G2
CPSF1	CSNK1G2
CSNK1G2	TRIM28
CTSD	TNFRSF1A
CXCL1	LTBR
CXXC1	EDC4
CXorf21	SCNN1D
CPSF6	DCAF12
C20orf30	DCTN6
DDX21	TMEM48
DDX60L	PARP14
DHX30	ZNF668
CD46	DLAT
DLAT	HSPD1
DLGAP5	TUBA3D
DMP1	MLL2
CCDC76	DMTF1
CD46	DNAJA2
DNM2	FAM193B
DNMT1	NFATC3
CTTN	DUSP3
EHF	ELF3
C19orf2	EIF3J
ATP6V0A2	ELAVL1
ADNP	ENOPH1
ABCC3	EPHA2
EPHA2	S100A2
ERBB2	TPD52L1
DHX9	ESCO2
DBF4	EXOSC9
ADAM9	F2RL1
DSG2	F2RL1
F2RL1	IL18
F2RL1	PPAP2C
CLDN4	FA2H
ARPC5	FAM108B1
CCT2	FAM108B1
FAM108B1	H3F3C
FAM108B1	HRSP12
FAM108B1	HSPD1
FAM108B1	MED17
FAM108B1	NUDT21
FAM108B1	PIP5K1A
FAM108B1	PSMD12
FAM108B1	PTPLAD1
FAM108B1	SRP9
FAM108B1	TMED2
FAM108B1	UGP2
FAM108B1	VDAC1
FAM114A1	RRBP1
FAM54B	VKORC1
FAM83F	MARVELD2
CLPTM1	FASTK
FASTKD2	MAPRE1
FBRS	RARA
FCER2	MLL2
FCER2	PILRA
CD163	FEZF2
FLJ10038	NSUN6
FLJ44054	ZAN
FUT1	SFN
GART	WDR74
FKBP8	GBF1
GCFC1	NASP
GDE1	TTC35
GDF15	LTBR
APBB1IP	GH1
GINS2	NASP
F11R	GJB2
GJB3	SEMA4B
CD63	GLB1
CD46	GLE1
GLE1	TBL1XR1
GNS	SLC38A6
GPR3	TACR1
DSG2	GPRC5A
GPX8	LEPRE1
GPX8	PTRF
GPX8	TGM2
CD46	GTF3C4
GTF3C3	GTF3C4
HELLS	SFPQ
HIP1R	PTCRA
HMGB2	USP37
HNRNPA2B1	YBX1
HNRNPA2B1	HNRNPF
HNRNPF	MOCS3
HNRNPF	TMEM48
HNRNPF	UCHL5
HTN1	TAS2R8
APBB1IP	HVCN1
IFI27	IFIT1
IGFBP7	ITGA5
IMPAD1	UBE2H
GPR56	INADL
CCDC76	INTS12
IRF2BP1	ZNF335
KCTD13	SMARCC2
KDM6B	RHOT2
GIPC1	KIAA0284
KIAA0664	SLC25A10
KIAA0664	SOLH
KIAA0664	TRAP1
KIAA0664	USP36
KIAA0913	PHF1
BCL9L	KIAA1609
KIAA1609	TJP1
KIAA1731	PPIG
KLF5	PLEK2
KLHL8	ZNF678
BSPRY	KRT19
HSPD1	LMAN1
CD46	LMBRD1
LNPEP	MBNL1
LOXL2	NCS1
HOXB8	LPAL2
GPRC5A	LRRC8E
LSM7	POLE
LSM7	RBM14
LUC7L3	PRPF4B
LYAR	RIOK1
FAM193B	MADD
CLDN4	MAP3K9
GRHL2	MAP7
C11orf2	MAPK8IP3
MCM5	MYBL2
MGC16275	POLR1B
HCFC1	MGRN1
DCTN1	MIER2
ENOPH1	MRPL18
MRPL18	MRPL3
HNRNPA2B1	MRPL42
MRPS2	PHB2
MT2A	S100A3
MT4	PLAUR
BAZ1B	MTA1
MTF2	ZNF678
ADCY8	MYH3
MLL2	MYH4
MYL12A	S100A11
MYO1C	PLEC
MYO1C	TEAD3
CD46	NAA50
C20orf30	NCBP2
DCTN1	NCLN
NLE1	WDR77
NOL11	RG9MTD1
NOL12	SMARCC2
NONO	PHF6
KCNH6	ORM1
P4HA2	ULBP2
AZIN1	PABPC3
PAPOLG	UBR5
PATZ1	POLE
PBOV1	PILRA
PDCD11	SLC19A1
PDE4C	SFTPB
PES1	RRP1
PES1	TRMT1
CREB1	PGGT1B
DNM1L	PGGT1B
DCTN1	PIAS4
C11orf2	PKMYT1
CD63	PLAT
ADAM9	PLK2
EPHA2	PLK2
PLK2	S100A2
CD63	PLOD1
PLOD1	RRAS
CTNND1	PLXNB2
POLR2A	ZNF574
ASAP1	POLR3F
DDX51	PPAN
C6orf145	PPIC
EDN1	PPIC
PPIC	SERPINH1
FUS	PPP5C
HSPD1	PRKDC
PRNP	ULBP2
CTCF	PRPF38A
ARPC5	PSMA5
CD46	PSMC3
NASP	PTBP1
PTGES3	RRM1
DRAP1	PTRF
MET	PXN
PSMC3	RAB28
CTTN	RAC1
C19orf2	RAD17
CD46	RAD23B
BAZ1B	RANBP3
DCTN1	RANBP3
RANBP3	SMARCC2
RAB23	RARS
FAM193B	RBM10
LPP	RBPMS
RBPMS	RHOC
HNRNPA2B1	RFC3
ILF2	RFC3
RFC3	SLC25A19
CHAC2	RFC5
CPA4	RHOC
CCT5	RPE
NACA	RPL36
RPP14	TMED2
RRM1	ZNF273
GEMIN5	RRP1B
NUP160	SAFB
RBM14	SAFB
CPSF1	SAFB2
SCEL	VGLL1
HSPD1	SCYL2
POLR1B	SF3A2
RAB11FIP5	SGMS2
POMT2	SGTA
PTRF	SH3BGRL3
SHPRH	ZNF124
RFC4	SLBP
ABCC3	SLC2A1
S100A16	SLC2A1
ARPC1A	SLC30A5
C20orf30	SLC30A5
CD46	SLC44A3
DCTN1	SMG6
CD63	SMPD1
RBM14	SNHG7
HRSP12	SNX13
C20orf30	SNX2
KSR1	SPAG8
LRRC1	SPINT1
OSBPL2	SPINT1
CD46	SPTLC1
CCNF	SRRM1
CCNT1	SRRM1
CHAF1A	SRRM1
RBM14	SRRM1
HMGB1	STMN1
FAM193B	SUPT5H
PABPN1	SUZ12
SUZ12	ZNF138
ARF1	TAF12
SP4	TAF5
BRF1	TAOK1
SF1	TAOK1
TAOK1	WDTC1
BRF1	TAOK2
CASS4	TCL6
CCR7	TCL6
LAT2	TCL6
PPP1R10	TELO2
ANAPC2	THAP7
LMNA	THBS1
DDX51	THOP1
CNKSR1	TJP3
EVPL	TJP3
F11R	TJP3
FAM83B	TJP3
PFKFB2	TJP3
SMPDL3B	TJP3
ST14	TJP3
TLCD1	TSPAN1
CD46	TM9SF2
TM9SF2	TTC35
CD46	TMCO3
C19orf2	TMED2
CD46	TMEM30A
CGN	TMEM45B
ALS2CL	TMPRSS4
TNFRSF1A	TRIOBP
EVPL	TSPAN1
PCBP4	TUBB3
ASNS	TUBE1
UBE2H	YWHAZ
SAMD4A	VCL
DDX55	VPRBP
COBRA1	VPS4A
IPO4	WDR43
E2F1	WDR62
MYBL2	XRCC3
UGP2	YWHAH
CCDC76	ZBTB11
RBM39	ZBTB44
SF3A2	ZBTB48
RBM14	ZC3H4
COBRA1	ZC3H7B
TIA1	ZNF248
HAUS2	ZNF611
UBC	ZNF780A
ZFP14	ZNF84
MDM4	ZXDC
ANP32A	MCM7
CXXC1	DNASE1L2
CD46	ENO1
ERRFI1	FOSL1
FAM193A	RPRD2
EPB41	SAFB
EPHA2	SSH3
CD48	FGR
FBXO46	TCF20
GBP1	PTRF
GBP1	TRIM22
ABT1	HNRNPCL1
EVPL	KIAA1522
GPR56	KIAA1522
CDS1	MPP7
DNMT1	MTF2
GTF2H3	MTA1
MRPL37	POLR2E
CAST	PERP
FARSA	PDCD11
FAM71A	RAX2
MAPK8IP3	SGSM3
P2RY2	SFN
RASSF7	SFN
SFN	SP6
ST14	SULT2B1
CCT2	TOMM22
GGA3	TYK2
MBD3	TMEM39B
MBD3	TXLNA
ST6GALNAC1	TMPRSS4
ILF2	ZBTB6
KLHL12	YWHAE
MED21	YWHAH
ZBTB17	ZNF668
CPSF6	ZCCHC7
RNF40	ZC3H7B
ACD	SMARCC2
ACIN1	GGA3
AHNAK2	PPP1R13L
AIM1L	ENTPD2
ALDH18A1	CCT2
ANKRD1	AXL
ARMC1	EXOC5
ATAD5	POLE2
ATG5	DERL1
ATP2C2	SPINT2
AVPI1	RIPK4
BAG3	TNFRSF1A
BEND3	LBR
BRD4	GGA3
BRIP1	DTL
C19orf10	P4HB
CABIN1	NCOR2
CABIN1	PPP1R10
CALU	EXOC5
ARF1	CAPRIN1
CBFB	SFPQ
CCDC138	DSCC1
CD276	SERPINH1
CDS1	FXYD3
CDS1	MAPK13
CDS1	PLS1
CELF1	NRF1
CENPM	MYBL2
CMTM4	EXPH5
ANTXR1	COL4A2
CRB3	EVPL
CSNK1G2	RBM14
CTCF	LUC7L2
CTSA	NEU1
CTSB	SERPINH1
ABI3	CYTH4
DAPP1	SEMA4A
DCK	NRF1
DDX1	NCBP1
DCTN1	DDX6
DDX6	ZC3H7B
DHTKD1	XRCC2
COPS7B	DHX30
DIAPH3	HRH4
DIP2A	SFTPB
DTL	E2F1
DSCC1	E2F1
CREB1	EIF4G2
DSC2	ELMO3
ELMO3	PVRL4
EML4	ZBTB6
CCT2	ENOPH1
EZH2	UBE2S
ANAPC5	FARSA
FBXW7	MSL2
CDC42BPB	GAS2L1
GLE1	TMED2
GPR126	ITGA2
GPX8	PPP2R3A
ALS2CL	GRB7
GRHL2	GRTP1
HADH	MCM2
HELLS	PCNA
HELLS	ZNF107
HMGB1	POLA2
HMGB2	HNRNPA3
HSD3B2	POU4F3
IARS2	MTFR1
IBSP	KLK2
IDI1	INSIG1
CTCF	ILF3
IMPAD1	RAB1A
KCNJ5	ZNF335
GPRC5A	KDELR3
KDM6B	POLR1B
KLHL8	MSL2
CPSF6	KRI1
DDX55	KRI1
IPO4	LARP1
LIG1	NAP1L4
GGA3	LRCH4
CSTB	LTBR
LTBR	PLEK2
MAGEL2	OR10J1
MAP3K7	YAF2
MDM4	TCERG1
LAD1	MPZL2
ARFGEF2	MRPL13
MTF2	TOPBP1
HAMP	MYH13
MYH14	PTPRU
NASP	TIMELESS
NCBP1	TMED2
LAIR1	NCF4
NDC80	PCNA
NOC2L	RHOT2
NOC2L	SMG5
CCDC58	NOL11
CHEK1	NOL11
NOL12	PPAN
NCL	NOP56
GNS	OSTM1
PAPOLG	ZCCHC11
CARM1	PES1
PGAM5	TBRG4
PIN1	TUBB
CALU	PLOD1
PLXNB2	TSKU
FANCC	POLE
BRCA1	POLE2
CHD4	POU2F1
CEBPB	PPP1R15A
MSH6	PRKDC
PRPF38A	RBM14
PLAUR	PTPN12
HMGB1	RAD54L
RBM10	SMG5
RBM10	SUZ12
RC3H2	SRP9
PARP1	RMND5A
KCNH6	RNASE2
MAT2A	RRN3
RPIA	RRP1B
FUBP1	SAFB
HNRNPA3	SAFB
POLE	SAFB
SAFB	SFPQ
CWF19L1	SENP2
RNF43	SFN
CCNT1	SGTA
DCTN1	SGTA
POLR1B	SGTA
SGTA	SMARCC2
ANXA2	SHB
KLF1	SIX3
CALU	SLC30A5
RAB1A	SLC30A5
SERPINH1	SNX33
OAS1	SP100
POLD1	SRRM1
ALDOB	STATH
SSBP1	STIP1
GINS1	STMN1
MYBL2	STMN1
SUZ12	ZNF107
TAOK1	USF2
RTP4	TAP1
KDM2B	TCF3
LMNA	TEAD3
POLR1B	TEX10
BCL9L	TGFBI
TMEM165	UBC
IKBKE	TNFAIP3
NFKBIA	TNFAIP3
RPS6KA4	TNFRSF12A
CABIN1	TNK2
GTF2H3	TNK2
DCTN1	TNPO2
PSMC3	TOMM22
HCFC1	UBA1
ADRBK1	WAS
MRPL42	YWHAH
UGP2	YWHAZ
CCNT1	ZBTB48
TCERG1	ZCCHC8
TMPO	ZNF107
ZNF274	ZNF75A
ARPC1A	KLHL12
FLII	PLEC
HERC6	PARP14
HERC6	STAT1
DLGAP4	ILK
MUTYH	POU2F1
ELMO3	SULT2B1
ADSL	TRAIP
KHSRP	TMEM39B
RBM39	YTHDC1
ZBTB48	ZNF335
ALK	BCL2L11
ALK	HGF
ALK	MCL1
HGF	MCL1
FLCN	SSH1
FLCN	SSH2
FLCN	SSH3
APC	MYC
CASP9	PARP1
AKT1	FASN
MYC	RAD50
MYC	RAD51C
MYC	XRCC2
MYC	XRCC4
RAD50	RAD51
RAN	SCD
RAN	TPX2
MYC	RB1
ATRX	MUS81
ATRX	RAD17
ATRX	RAD51
ATRX	RAD52
E2F1	E2F3
E2F1	RB1
FBXO18	RAD51
CDK2	TP53
AKT1	AR
AR	MAPK1
AR	MAPK8
AR	VAV1
AKT1	CASP9
MYC	PARP1
CTGF	STK24
MST1	STK24
CENPE	MAPK3
CDK5	TIPARP
FOS	MAPK1
MAP3K11	NFKB1
MAP3K11	PARP1
CREB1	CREBBP
PLK1	ZNF143
ATP7A	KAT8
CDK2	CDKN1A
BRCA1	CDT1
CDT1	CHEK1
BRCA1	HDAC9
CDT1	HDAC9
CHEK1	HDAC9
HDAC9	RBBP8
BRCA1	RBBP8
CDT1	RBBP8
CHEK1	RBBP8
CDT1	TP53
HDAC9	TP53
RBBP8	TP53
CFLAR	DIABLO
CFLAR	XIAP
CASP8	DIABLO
CFLAR	MYC
DIABLO	MYC
MYC	XIAP
CASP8	XIAP
BCL2L11	HGF
EGFR	HGF
EGFR	MCL1
ALK	MET
BCL2L11	MET
HGF	MET
MCL1	MET
ALK	MTOR
BCL2L11	MTOR
HGF	MTOR
MCL1	MTOR
MET	MTOR
ALK	PARP1
CD177	PARP1
ALK	STAT3
CD177	STAT3
ALK	CD177
BTG2	MAPK8
BTG2	JUN
AXIN1	CRTC1
BCL2L1	CHEK1
BCL2L1	PARP1
NLRP2	RAD50
ATM	TIPARP
ATR	TIPARP
CDKN2A	CHEK1
CDKN2A	CHEK2
MTOR	PRKDC
PIK3CA	PRKDC
ATR	PRKDC
CHEK1	TIPARP
ATM	NLRP2
BHD	SSH1
SSH1	SSH2
BHD	SSH3
SSH1	SSH3
SSH2	SSH3
GSC	LSM2
LSM2	MYC
LSM2	PHF5A
GSC	MYC
GSC	PHF5A
MYC	PHF5A
BRCA1	RAD52
BRCA2	RAD52
PRAM1	RAD52
APC	EREG
EREG	MLH1
APC	MLH1
EREG	MYC
MLH1	MYC
IL6	JAK2
IL6	STAT3
JAK2	STAT3
BCCIP	BCL2
CASP3	IKBKB
CASP3	SRC
CASP3	TNFRSF10A
CASP3	TNFRSF10B
BCL2L1	CASP7
CASP3	CASP7
CASP7	IKBKB
CASP7	SRC
CASP7	TNFRSF10A
CASP7	TNFRSF10B
BCL2L1	CASP8
CASP7	CASP8
CASP8	IKBKB
CASP8	SRC
CASP8	TNFRSF10A
CASP8	TNFRSF10B
BCCIP	CCND1
BCL2	CCND1
BCCIP	CDKN1A
CCND1	CDKN1A
CDKN1A	CLCA2
BCCIP	CRY2
BCL2	CRY2
CCND1	CRY2
CDKN1A	CRY2
BCL2	ERBB2
EREG	PIK3CA
BCCIP	GADD45A
BCL2	GADD45A
CCND1	GADD45A
CDKN1A	GADD45A
CRY2	GADD45A
BCCIP	HERC5
CCND1	HERC5
CDKN1A	HERC5
CRY2	HERC5
GADD45A	HERC5
BCL2L1	IKBKB
BCCIP	MCM5
BCL2	MCM5
CCND1	MCM5
CDKN1A	MCM5
CRY2	MCM5
GADD45A	MCM5
HERC5	MCM5
ERBB2	MYC
EREG	PIK3CB
CLCA2	PSMD9
AKT1	RRM2
IKBKB	SRC
BCCIP	SUMO1
BCL2	SUMO1
CCND1	SUMO1
CDKN1A	SUMO1
CRY2	SUMO1
GADD45A	SUMO1
HERC5	SUMO1
MCM5	SUMO1
BCL2L1	TNFRSF10A
IKBKB	TNFRSF10A
SRC	TNFRSF10A
BCL2L1	TNFRSF10B
IKBKB	TNFRSF10B
SRC	TNFRSF10B
TNFRSF10A	TNFRSF10B
CLCA2	TP53
BCCIP	UBA1
BCL2	UBA1
CCND1	UBA1
CDKN1A	UBA1
CRY2	UBA1
GADD45A	UBA1
HERC5	UBA1
MCM5	UBA1
SUMO1	UBA1
BCL2	WEE1
ABCG2	BRCA1
BLM	BRCA2
BCL2	CASP9
BCL2L11	CDK2
CENPE	ERBB2
EGFR	ERBB2
BCL2	GORASP1
CASP3	GORASP1
CASP9	GORASP1
GORASP1	PARP1
BLM	H2AFX
BRCA2	H2AFX
ERBB2	PARP1
CENPE	PGR
ERBB2	PGR
BRCA2	PRDX2
H2AFX	PRDX2
PRDX2	XRCC5
PARP1	ROS1
ROS1	TIPARP
BRCA2	SHFM1
ABCG2	TOP1
BRCA1	TOP1
BLM	TP53
PRDX2	TP53
ROS1	TP53
TP53	XRCC5
BLM	XRCC5
BRCA2	XRCC5
H2AFX	XRCC5
ADAMTS2	CDC7
BRCA1	DDB1
BRCA2	DDB1
DDB1	PARP1
BRCA1	XAB2
BRCA2	XAB2
DDB1	XAB2
PARP1	XAB2
BCL2	MYC
BLM	PRDX2
BCL2L1	CASP3
ITGB1	MYC
BAK1	BCL2L11
BAK1	EGFR
BAX	EGFR
BAK1	ERBB2
BAX	ERBB2
ERBB2	MAPK1
BAK1	MAPK1
BAK1	PIK3CA
BAX	PIK3CA
BCL2L11	PIK3CA
EGFR	PIK3CA
ERBB2	PIK3CA
MAPK1	PIK3CA
BAX	BCL2L11
BAX	MAPK1
BCL2L11	MAPK1
EREG	TIPARP
BCL2	BIRC2
